Index,Code,Type,Order,Design,Color,Name,Rate,Wear,Company,Gender,Brand,Divest,Limit,Exchange,Inchant,Sum,Gift,Parcel,Free,New,Event,Amount,Discount,Sell,Cash,Point,Option1,Option2,Option3,Option4,Option5,IconFile10,IconFile20,MeshFile10,MeshFile20,EnvironFile10,EnvironFile20,TextureFile11,TextureFile12,TextureFile13,TextureFile21,TextureFile22,Description
83,201126105,201,126,1,5,Free City Hooded Jacket,20,3,0,2,0,0,0,120,0,0,0,0,0,0,0,200,100,2,1000,4500,0,0,0,0,0,-,Shirts21_126_D1_C5,-,Shirts20_126,-,-,-,-,-,Shirts21_126_D1_C5,Shirts22_126_D1_C5,[Usage] Put on / Take off an item.
84,201126191,201,126,1,91,Free City Hooded Jacket,20,3,0,2,0,0,0,120,0,0,0,0,0,0,0,200,100,0,1000,4500,0,0,0,0,0,-,Shirts21_126_D1_C91,-,Shirts20_126,-,-,-,-,-,Shirts21_126_D1_C91,Shirts22_126_D1_C91,[Usage] Put on / Take off an item.
85,201126192,201,126,1,92,Free City Hooded Jacket,20,3,0,2,0,0,0,120,0,0,0,0,0,0,0,200,100,0,1000,4500,0,0,0,0,0,-,Shirts21_126_D1_C92,-,Shirts20_126,-,-,-,-,-,Shirts21_126_D1_C92,Shirts22_126_D1_C92,[Usage] Put on / Take off an item.
86,201126193,201,126,1,93,Free City Hooded Jacket,20,3,0,2,0,0,0,120,0,0,0,0,0,0,0,200,100,0,1000,4500,0,0,0,0,0,-,Shirts21_126_D1_C93,-,Shirts20_126,-,-,-,-,-,Shirts21_126_D1_C93,Shirts22_126_D1_C93,[Usage] Put on / Take off an item.
87,201126194,201,126,1,94,Free City Hooded Jacket,20,3,0,2,0,0,0,120,0,0,0,0,0,0,0,200,100,0,1000,4500,0,0,0,0,0,-,Shirts21_126_D1_C94,-,Shirts20_126,-,-,-,-,-,Shirts21_126_D1_C94,Shirts22_126_D1_C94,[Usage] Put on / Take off an item.
88,201126195,201,126,1,95,Free City Hooded Jacket,20,3,0,2,0,0,0,120,0,0,0,0,0,0,0,200,100,0,1000,4500,0,0,0,0,0,-,Shirts21_126_D1_C95,-,Shirts20_126,-,-,-,-,-,Shirts21_126_D1_C95,Shirts22_126_D1_C95,[Usage] Put on / Take off an item.
89,201127101,201,127,1,1,Red Keeper Jacket,20,3,0,2,0,0,0,120,0,0,0,0,0,0,0,200,100,0,1000,4500,0,0,0,0,0,Shirts11_127_D1_C1,-,Shirts10_127,-,-,-,Shirts11_127_D1_C1,Shirts11_127_D1_C1,Shirts11_127_D1_C1,-,-,[Usage] Put on / Take off an item.
90,201127102,201,127,1,2,Blue Keeper Jacket,20,3,0,2,0,0,0,120,0,0,0,0,0,0,0,200,100,0,1000,4500,0,0,0,0,0,Shirts11_127_D1_C2,-,Shirts10_127,-,-,-,Shirts11_127_D1_C2,Shirts11_127_D1_C2,Shirts11_127_D1_C2,-,-,[Usage] Put on / Take off an item.
91,201128101,201,128,1,1,White Rabbit,20,3,0,1,0,ABC102202203204205302303401402403,0,120,0,0,0,0,0,0,1,200,100,0,0,500,10010605,10020305,18730705,18620405,0,Shirts11_128_D1_C1,-,Shirts10_128,-,-,-,Shirts11_128_D1_C1,Shirts11_128_D1_C1,Shirts11_128_D1_C1,-,-,[Usage] Put on / Take off an item.
92,201129101,201,129,1,1,Pink Rabbit,20,3,0,2,0,ABC102202203204205302303401402403,0,120,0,0,0,0,0,0,1,200,100,0,0,500,10010605,10020305,18730705,18620405,0,-,Shirts21_129_D1_C1,-,Shirts20_129,-,-,-,-,-,Shirts21_129_D1_C1,Shirts21_129_D1_C1,[Usage] Put on / Take off an item.
93,201130101,201,130,1,1,Holland National Team Jersey,20,3,0,1,0,401,0,120,0,0,0,0,0,0,0,200,100,0,0,4500,0,0,0,0,0,Shirts12_130_D1_C1,-,Shirts10_130,-,-,-,Shirts11_130_D1_C1,Shirts12_130_D1_C1,Shirts13_130_D1_C1,-,-,[Usage] Put on / Take off an item.
94,201130201,201,130,2,1,Germany National Team Jersey,20,3,0,1,0,401,0,120,0,0,0,0,0,0,0,200,100,0,0,4500,0,0,0,0,0,Shirts12_130_D2_C1,-,Shirts10_130,-,-,-,Shirts11_130_D2_C1,Shirts12_130_D2_C1,Shirts13_130_D2_C1,-,-,[Usage] Put on / Take off an item.
95,201130301,201,130,3,1,Brazil National Team Jersey,20,3,0,1,0,401,0,120,0,0,0,0,0,0,0,200,100,0,0,4500,0,0,0,0,0,Shirts12_130_D3_C1,-,Shirts10_130,-,-,-,Shirts11_130_D3_C1,Shirts12_130_D3_C1,Shirts13_130_D3_C1,-,-,[Usage] Put on / Take off an item.
96,201130401,201,130,4,1,Spain National Team Jersey,20,3,0,1,0,401,0,120,0,0,0,0,0,0,0,200,100,0,0,4500,0,0,0,0,0,Shirts12_130_D4_C1,-,Shirts10_130,-,-,-,Shirts11_130_D4_C1,Shirts12_130_D4_C1,Shirts13_130_D4_C1,-,-,[Usage] Put on / Take off an item.
97,201130501,201,130,5,1,Argentina National Team Jersey,20,3,0,1,0,401,0,120,0,0,0,0,0,0,0,200,100,0,0,4500,0,0,0,0,0,Shirts12_130_D5_C1,-,Shirts10_130,-,-,-,Shirts11_130_D5_C1,Shirts12_130_D5_C1,Shirts13_130_D5_C1,-,-,[Usage] Put on / Take off an item.
98,201130601,201,130,6,1,Italy National Team Jersey,20,3,0,1,0,401,0,120,0,0,0,0,0,0,0,200,100,0,0,4500,0,0,0,0,0,Shirts12_130_D6_C1,-,Shirts10_130,-,-,-,Shirts11_130_D6_C1,Shirts12_130_D6_C1,Shirts13_130_D6_C1,-,-,[Usage] Put on / Take off an item.
99,201130701,201,130,7,1,England National Team Jersey,20,3,0,1,0,401,0,120,0,0,0,0,0,0,0,200,100,0,0,4500,0,0,0,0,0,Shirts12_130_D7_C1,-,Shirts10_130,-,-,-,Shirts11_130_D7_C1,Shirts12_130_D7_C1,Shirts13_130_D7_C1,-,-,[Usage] Put on / Take off an item.
100,201130801,201,130,8,1,France National Team Jersey,20,3,0,1,0,401,0,120,0,0,0,0,0,0,0,200,100,0,0,4500,0,0,0,0,0,Shirts12_130_D8_C1,-,Shirts10_130,-,-,-,Shirts11_130_D8_C1,Shirts12_130_D8_C1,Shirts13_130_D8_C1,-,-,[Usage] Put on / Take off an item.
101,201130901,201,130,9,1,Korea National Team Jersey,20,3,0,1,0,401,0,120,0,0,0,0,0,0,0,200,100,0,0,4500,0,0,0,0,0,Shirts12_130_D9_C1,-,Shirts10_130,-,-,-,Shirts11_130_D9_C1,Shirts12_130_D9_C1,Shirts13_130_D9_C1,-,-,[Usage] Put on / Take off an item.
102,201131101,201,131,1,1,Holland National Team Jersey,20,3,0,2,0,401,0,120,0,0,0,0,0,0,0,200,100,0,0,4500,0,0,0,0,0,-,Shirts21_131_D1_C1,-,Shirts20_131,-,-,-,-,-,Shirts21_131_D1_C1,Shirts22_131_D1_C1,[Usage] Put on / Take off an item.
103,201131201,201,131,2,1,Germany National Team Jersey,20,3,0,2,0,401,0,120,0,0,0,0,0,0,0,200,100,0,0,4500,0,0,0,0,0,-,Shirts21_131_D2_C1,-,Shirts20_131,-,-,-,-,-,Shirts21_131_D2_C1,Shirts22_131_D2_C1,[Usage] Put on / Take off an item.
104,201131301,201,131,3,1,Brazil National Team Jersey,20,3,0,2,0,401,0,120,0,0,0,0,0,0,0,200,100,0,0,4500,0,0,0,0,0,-,Shirts21_131_D3_C1,-,Shirts20_131,-,-,-,-,-,Shirts21_131_D3_C1,Shirts22_131_D3_C1,[Usage] Put on / Take off an item.
105,201131401,201,131,4,1,Spain National Team Jersey,20,3,0,2,0,401,0,120,0,0,0,0,0,0,0,200,100,0,0,4500,0,0,0,0,0,-,Shirts21_131_D4_C1,-,Shirts20_131,-,-,-,-,-,Shirts21_131_D4_C1,Shirts22_131_D4_C1,[Usage] Put on / Take off an item.
106,201131501,201,131,5,1,Argentina National Team Jersey,20,3,0,2,0,401,0,120,0,0,0,0,0,0,0,200,100,0,0,4500,0,0,0,0,0,-,Shirts21_131_D5_C1,-,Shirts20_131,-,-,-,-,-,Shirts21_131_D5_C1,Shirts22_131_D5_C1,[Usage] Put on / Take off an item.
107,201131601,201,131,6,1,Italy National Team Jersey,20,3,0,2,0,401,0,120,0,0,0,0,0,0,0,200,100,0,0,4500,0,0,0,0,0,-,Shirts21_131_D6_C1,-,Shirts20_131,-,-,-,-,-,Shirts21_131_D6_C1,Shirts22_131_D6_C1,[Usage] Put on / Take off an item.
108,201131701,201,131,7,1,England National Team Jersey,20,3,0,2,0,401,0,120,0,0,0,0,0,0,0,200,100,0,0,4500,0,0,0,0,0,-,Shirts21_131_D7_C1,-,Shirts20_131,-,-,-,-,-,Shirts21_131_D7_C1,Shirts22_131_D7_C1,[Usage] Put on / Take off an item.
109,201131801,201,131,8,1,France National Team Jersey,20,3,0,2,0,401,0,120,0,0,0,0,0,0,0,200,100,0,0,4500,0,0,0,0,0,-,Shirts21_131_D8_C1,-,Shirts20_131,-,-,-,-,-,Shirts21_131_D8_C1,Shirts22_131_D8_C1,[Usage] Put on / Take off an item.
110,201131901,201,131,9,1,Korea National Team Jersey,20,3,0,2,0,401,0,120,0,0,0,0,0,0,0,200,100,0,0,4500,0,0,0,0,0,-,Shirts21_131_D9_C1,-,Shirts20_131,-,-,-,-,-,Shirts21_131_D9_C1,Shirts22_131_D9_C1,[Usage] Put on / Take off an item.
111,202001101,202,1,1,1,Basic Pants for Man,0,4,0,1,0,205403,0,120,0,0,0,0,1,0,0,65535,100,2,1000,1000,0,0,0,0,0,Pants11_1_D1_C1,-,Pants10_1,-,-,-,Pants11_1_D1_C1,Pants11_1_D1_C1,Pants11_1_D1_C1,-,-,[Usage] Put on / Take off an item.
112,202001102,202,1,1,2,Basic Pants for Man,0,4,0,1,0,205403,0,120,0,0,0,0,1,0,0,65535,100,2,1000,1000,0,0,0,0,0,Pants11_1_D1_C2,-,Pants10_1,-,-,-,Pants11_1_D1_C2,Pants11_1_D1_C2,Pants11_1_D1_C2,-,-,[Usage] Put on / Take off an item.
113,202001103,202,1,1,3,Basic Pants for Man,0,4,0,1,0,205403,0,120,0,0,0,0,1,0,0,65535,100,2,1000,1000,0,0,0,0,0,Pants11_1_D1_C3,-,Pants10_1,-,-,-,Pants11_1_D1_C3,Pants11_1_D1_C3,Pants11_1_D1_C3,-,-,[Usage] Put on / Take off an item.
114,202002101,202,2,1,1,Basic Pants for Woman,0,4,0,2,0,205,0,120,0,0,0,0,1,0,0,65535,100,2,1000,1000,0,0,0,0,0,-,Pants21_2_D1_C1,-,Pants20_2,-,-,-,-,-,Pants21_2_D1_C1,Pants22_2_D1_C1,[Usage] Put on / Take off an item.
115,202002102,202,2,1,2,Basic Pants for Woman,0,4,0,2,0,205,0,120,0,0,0,0,1,0,0,65535,100,2,1000,1000,0,0,0,0,0,-,Pants21_2_D1_C2,-,Pants20_2,-,-,-,-,-,Pants21_2_D1_C2,Pants22_2_D1_C2,[Usage] Put on / Take off an item.
116,202002103,202,2,1,3,Basic Pants for Woman,0,4,0,2,0,205,0,120,0,0,0,0,1,0,0,65535,100,2,1000,1000,0,0,0,0,0,-,Pants21_2_D1_C3,-,Pants20_2,-,-,-,-,-,Pants21_2_D1_C3,Pants22_2_D1_C3,[Usage] Put on / Take off an item.
117,202101101,202,101,1,1,Unbalanced Jean,20,4,0,1,0,205403,0,120,0,0,0,0,0,0,0,200,100,2,1000,2500,0,0,0,0,0,Pants11_101_D1_C1,-,Pants10_101,-,-,-,Pants11_101_D1_C1,Pants11_101_D1_C1,Pants11_101_D1_C1,-,-,[Usage] Put on / Take off an item.
118,202102101,202,102,1,1,Grey Skinny Jean,20,4,0,2,0,205403,0,120,0,0,0,0,0,0,0,200,100,2,1000,1800,0,0,0,0,0,-,Pants21_102_D1_C1,-,Pants20_102,-,-,-,-,-,Pants21_102_D1_C1,Pants22_102_D1_C1,[Usage] Put on / Take off an item.
119,202103101,202,103,1,1,Cotton Half Pants,20,4,0,1,0,0,0,120,0,0,0,0,0,0,0,200,100,2,1000,2500,0,0,0,0,0,Pants11_103_D1_C1,-,Pants10_103,-,-,-,Pants11_103_D1_C1,Pants12_103_D1_C1,Pants13_103_D1_C1,-,-,[Usage] Put on / Take off an item.
120,202103102,202,103,1,2,Cotton Half Pants,20,4,0,1,0,0,0,120,0,0,0,0,0,0,0,200,100,2,1000,1800,0,0,0,0,0,Pants11_103_D1_C2,-,Pants10_103,-,-,-,Pants11_103_D1_C2,Pants12_103_D1_C2,Pants13_103_D1_C2,-,-,[Usage] Put on / Take off an item.
121,202103103,202,103,1,3,Cotton Half Pants,20,4,0,1,0,0,0,120,0,0,0,0,0,0,0,200,100,2,1000,2500,0,0,0,0,0,Pants11_103_D1_C3,-,Pants10_103,-,-,-,Pants11_103_D1_C3,Pants12_103_D1_C3,Pants13_103_D1_C3,-,-,[Usage] Put on / Take off an item.
122,202104101,202,104,1,1,3 stripes Short Pants,20,4,0,2,0,0,0,120,0,0,0,0,0,0,0,200,100,2,1000,2500,0,0,0,0,0,-,Pants21_104_D1_C1,-,Pants20_104,-,-,-,-,-,Pants21_104_D1_C1,Pants22_104_D1_C1,[Usage] Put on / Take off an item.
123,202104191,202,104,1,91,3 stripes Short Pants,20,4,0,2,0,0,0,120,0,0,0,0,0,0,0,200,100,0,1000,2500,0,0,0,0,0,-,pants21_104_D1_C91,-,Pants20_104,-,-,-,-,-,pants21_104_D1_C91,Pants22_104_D1_C91,[Usage] Put on / Take off an item.
124,202105101,202,105,1,1,Black Skinny Jean,20,4,0,1,0,205403,0,120,0,0,0,0,0,0,0,200,100,2,1000,1800,0,0,0,0,0,Pants11_105_D1_C1,-,Pants10_105,-,-,-,Pants11_105_D1_C1,Pants11_105_D1_C1,Pants11_105_D1_C1,-,-,[Usage] Put on / Take off an item.
125,202106101,202,106,1,1,Black Suit Pants,20,4,0,2,0,205403,0,120,0,0,0,0,0,0,0,200,100,2,1000,1800,0,0,0,0,0,-,Pants21_106_D1_C1,-,Pants20_106,-,-,-,-,-,Pants21_106_D1_C1,Pants21_106_D1_C1,[Usage] Put on / Take off an item.
126,202107101,202,107,1,1,Bigbang Style Jean,20,4,0,1,0,205403,0,120,0,0,0,0,0,0,0,200,100,2,1000,2500,0,0,0,0,0,Pants11_107_D1_C1,-,Pants10_107,-,-,-,Pants11_107_D1_C1,Pants11_107_D1_C1,Pants11_107_D1_C1,-,-,[Usage] Put on / Take off an item.
127,202108101,202,108,1,1,Baggy half pants,20,4,0,2,0,403,0,120,0,0,0,0,0,0,0,200,100,2,1000,2500,0,0,0,0,0,-,Pants21_108_D1_C1,-,Pants20_108,-,-,-,-,-,Pants21_108_D1_C1,Pants22_108_D1_C1,[Usage] Put on / Take off an item.
128,202109101,202,109,1,1,Sports Jaen,20,4,0,1,0,205403,0,120,0,0,0,0,0,0,0,200,100,2,1000,2500,0,0,0,0,0,Pants11_109_D1_C1,-,Pants10_109,-,-,-,Pants11_109_D1_C1,Pants11_109_D1_C1,Pants11_109_D1_C1,-,-,[Usage] Put on / Take off an item.
129,202110101,202,110,1,1,don't use,20,4,0,2,0,0,0,120,0,0,0,0,0,0,0,200,100,0,1000,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,[Usage] Put on / Take off an item.
130,202111101,202,111,1,1,Baggy Jean,20,4,0,1,0,205403,0,120,0,0,0,0,0,0,0,200,100,2,1000,2500,0,0,0,0,0,Pants11_111_D1_C1,-,Pants10_111,-,-,-,Pants11_111_D1_C1,Pants11_111_D1_C1,Pants11_111_D1_C1,-,-,[Usage] Put on / Take off an item.
131,202112101,202,112,1,1,Leather Skirt,20,4,0,2,0,0,0,120,0,0,0,0,0,0,0,200,100,2,1000,2500,0,0,0,0,0,-,Pants21_112_D1_C1,-,Pants20_112,-,-,-,-,-,Pants21_112_D1_C1,Pants21_112_D1_C1,[Usage] Put on / Take off an item.
132,202112191,202,112,1,91,Leather Skirt,20,4,0,2,0,0,0,120,0,0,0,0,0,0,0,200,100,0,1000,2500,0,0,0,0,0,-,pants21_112_D1_C91,-,Pants20_112,-,-,-,-,-,pants21_112_D1_C91,Pants21_112_D1_C91,[Usage] Put on / Take off an item.
133,202113101,202,113,1,1,Baggy Jean,20,4,0,1,0,205403,0,120,0,0,0,0,0,0,0,200,100,2,1000,2500,0,0,0,0,0,Pants11_113_D1_C1,-,Pants10_113,-,-,-,Pants11_113_D1_C1,Pants11_113_D1_C1,Pants11_113_D1_C1,-,-,[Usage] Put on / Take off an item.
134,202113102,202,113,1,2,Baggy Jean,20,4,0,1,0,205403,0,120,0,0,0,0,0,0,0,200,100,2,1000,2500,0,0,0,0,0,Pants11_113_D1_C2,-,Pants10_113,-,-,-,Pants11_113_D1_C2,Pants11_113_D1_C2,Pants11_113_D1_C2,-,-,[Usage] Put on / Take off an item.
135,202113103,202,113,1,3,Baggy Jean,20,4,0,1,0,205403,0,120,0,0,0,0,0,0,0,200,100,2,1000,2500,0,0,0,0,0,Pants11_113_D1_C3,-,Pants10_113,-,-,-,Pants11_113_D1_C3,Pants11_113_D1_C3,Pants11_113_D1_C3,-,-,[Usage] Put on / Take off an item.
136,202114101,202,114,1,1,Jean Skirt,20,4,0,2,0,0,0,120,0,0,0,0,0,0,0,200,100,2,1000,2500,0,0,0,0,0,-,Pants21_114_D1_C1,-,Pants20_114,-,-,-,-,-,Pants21_114_D1_C1,Pants22_114_D1_C1,[Usage] Put on / Take off an item.
137,202114191,202,114,1,91,Jean Skirt,20,4,0,2,0,0,0,120,0,0,0,0,0,0,0,200,100,0,1000,2500,0,0,0,0,0,-,pants21_114_D1_C91,-,Pants20_114,-,-,-,-,-,pants21_114_D1_C91,Pants22_114_D1_C91,[Usage] Put on / Take off an item.
138,202115101,202,115,1,1,Boots Cut Jean,20,4,0,1,0,205403,0,120,0,0,0,0,0,0,0,200,100,2,1000,2500,0,0,0,0,0,Pants11_115_D1_C1,-,Pants10_115,-,-,-,Pants11_115_D1_C1,Pants11_115_D1_C1,Pants11_115_D1_C1,-,-,[Usage] Put on / Take off an item.
139,202116101,202,116,1,1,Floral design Skinny Jean,20,4,0,2,0,205403,0,120,0,0,0,0,0,0,0,200,100,2,1000,1800,0,0,0,0,0,-,Pants21_116_D1_C1,-,Pants20_116,-,-,-,-,-,Pants21_116_D1_C1,Pants21_116_D1_C1,[Usage] Put on / Take off an item.
140,202117101,202,117,1,1,Loose Fit Jean,20,4,0,1,0,205403,0,120,0,0,0,0,0,0,0,200,100,2,1000,2500,0,0,0,0,0,Pants11_117_D1_C1,-,Pants10_117,-,-,-,Pants11_117_D1_C1,Pants11_117_D1_C1,Pants11_117_D1_C1,-,-,[Usage] Put on / Take off an item.
141,202118101,202,118,1,1,don't use,20,4,0,2,0,0,0,120,0,0,0,0,0,0,0,200,100,0,1000,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,[Usage] Put on / Take off an item.
142,202119101,202,119,1,1,Football Pants,20,4,0,1,0,0,0,120,0,0,0,0,0,0,0,200,100,2,1000,4500,0,0,0,0,0,Pants11_119_D1_C1,-,Pants10_119,-,-,-,Pants11_119_D1_C1,Pants12_119_D1_C1,Pants13_119_D1_C1,-,-,[Usage] Put on / Take off an item.
143,202120101,202,120,1,1,Football Pants,20,4,0,2,0,0,0,120,0,0,0,0,0,0,0,200,100,2,1000,4500,0,0,0,0,0,-,Pants21_120_D1_C1,-,Pants20_120,-,-,-,-,-,Pants21_120_D1_C1,Pants22_120_D1_C1,[Usage] Put on / Take off an item.
144,202120191,202,120,1,91,Football Pants,20,4,0,2,0,0,0,120,0,0,0,0,0,0,0,200,100,0,1000,4500,0,0,0,0,0,-,Pants21_120_D1_C91,-,Pants20_120,-,-,-,-,-,Pants21_120_D1_C91,Pants22_120_D1_C91,[Usage] Put on / Take off an item.
145,202121101,202,121,1,1,Football training pants,20,4,0,1,0,205403,0,120,0,0,0,0,0,0,0,200,100,2,1000,4000,0,0,0,0,0,Pants11_121_D1_C1,-,Pants10_121,-,-,-,Pants11_121_D1_C1,Pants12_121_D1_C1,Pants13_121_D1_C1,-,-,[Usage] Put on / Take off an item.
146,202122101,202,122,1,1,Football training pants,20,4,0,2,0,205403,0,120,0,0,0,0,0,0,0,200,100,2,1000,4000,0,0,0,0,0,-,Pants21_122_D1_C1,-,Pants20_122,-,-,-,-,-,Pants21_122_D1_C1,Pants22_122_D1_C1,[Usage] Put on / Take off an item.
147,202123101,202,123,1,1,Dream Short Training Pants,20,4,0,1,0,205403,0,120,0,0,0,0,0,0,0,200,100,2,1000,4500,0,0,0,0,0,Pants11_123_D1_C1,-,Pants10_123,-,-,-,Pants11_123_D1_C1,Pants11_123_D1_C1,Pants11_123_D1_C1,-,-,[Usage] Put on / Take off an item.
148,202123102,202,123,1,2,Dream Short Training Pants,20,4,0,1,0,205403,0,120,0,0,0,0,0,0,0,200,100,2,1000,4500,0,0,0,0,0,Pants11_123_D1_C2,-,Pants10_123,-,-,-,Pants11_123_D1_C2,Pants11_123_D1_C2,Pants11_123_D1_C2,-,-,[Usage] Put on / Take off an item.
149,202123103,202,123,1,3,Dream Short Training Pants,20,4,0,1,0,205403,0,120,0,0,0,0,0,0,0,200,100,2,1000,4500,0,0,0,0,0,Pants11_123_D1_C3,-,Pants10_123,-,-,-,Pants11_123_D1_C3,Pants11_123_D1_C3,Pants11_123_D1_C3,-,-,[Usage] Put on / Take off an item.
150,202123104,202,123,1,4,Dream Short Training Pants,20,4,0,1,0,205403,0,120,0,0,0,0,0,0,0,200,100,2,1000,4500,0,0,0,0,0,Pants11_123_D1_C4,-,Pants10_123,-,-,-,Pants11_123_D1_C4,Pants11_123_D1_C4,Pants11_123_D1_C4,-,-,[Usage] Put on / Take off an item.
151,202123201,202,123,2,1,XD Style Training Pants,20,4,0,1,0,205403,0,120,0,0,0,0,0,0,0,200,100,2,1000,4500,0,0,0,0,0,Pants11_123_D2_C1,-,Pants10_123,-,-,-,Pants11_123_D2_C1,Pants11_123_D2_C1,Pants11_123_D2_C1,-,-,[Usage] Put on / Take off an item.
152,202124101,202,124,1,1,MuMu Zipup Hood Pants,20,4,0,2,0,205403,0,120,0,0,0,0,0,0,0,200,100,2,1000,4500,0,0,0,0,0,-,Pants21_124_D1_C1,-,Pants20_124,-,-,-,-,-,Pants21_124_D1_C1,Pants21_124_D1_C1,[Usage] Put on / Take off an item.
153,202124201,202,124,2,1,Shark Zipup Hood Pants,20,4,0,2,0,205403,0,120,0,0,0,0,0,0,0,200,100,2,1000,4500,0,0,0,0,0,-,Pants21_124_D2_C1,-,Pants20_124,-,-,-,-,-,Pants21_124_D2_C1,Pants21_124_D2_C1,[Usage] Put on / Take off an item.
154,202124301,202,124,3,1,Star Zipup Hood Pants,20,4,0,2,0,205403,0,120,0,0,0,0,0,0,0,200,100,2,1000,4500,0,0,0,0,0,-,Pants21_124_D3_C1,-,Pants20_124,-,-,-,-,-,Pants21_124_D3_C1,Pants21_124_D3_C1,[Usage] Put on / Take off an item.
155,202124401,202,124,4,1,Heart Zipup Hood Pants,20,4,0,2,0,205403,0,120,0,0,0,0,0,0,0,200,100,2,1000,4500,0,0,0,0,0,-,Pants21_124_D4_C1,-,Pants20_124,-,-,-,-,-,Pants21_124_D4_C1,Pants21_124_D4_C1,[Usage] Put on / Take off an item.
156,202124501,202,124,5,1,Red Line Zipup Hood Pants,20,4,0,2,0,205403,0,120,0,0,0,0,0,0,0,200,100,2,1000,4500,0,0,0,0,0,-,Pants21_124_D5_C1,-,Pants20_124,-,-,-,-,-,Pants21_124_D5_C1,Pants21_124_D5_C1,[Usage] Put on / Take off an item.
157,202125101,202,125,1,1,Leisure Force Pants,20,4,0,1,0,205403,0,120,0,0,0,0,0,0,0,200,100,2,1000,4500,0,0,0,0,0,Pants11_125_D1_C1,-,Pants10_125,-,-,-,Pants11_125_D1_C1,Pants12_125_D1_C1,Pants13_125_D1_C1,-,-,[Usage] Put on / Take off an item.
158,202125102,202,125,1,2,Leisure Force Pants,20,4,0,1,0,205403,0,120,0,0,0,0,0,0,0,200,100,2,1000,4500,0,0,0,0,0,Pants11_125_D1_C2,-,Pants10_125,-,-,-,Pants11_125_D1_C2,Pants12_125_D1_C2,Pants13_125_D1_C2,-,-,[Usage] Put on / Take off an item.
159,202125103,202,125,1,3,Leisure Force Pants,20,4,0,1,0,205403,0,120,0,0,0,0,0,0,0,200,100,2,1000,4500,0,0,0,0,0,Pants11_125_D1_C3,-,Pants10_125,-,-,-,Pants11_125_D1_C3,Pants12_125_D1_C3,Pants13_125_D1_C3,-,-,[Usage] Put on / Take off an item.
160,202125104,202,125,1,4,Leisure Force Pants,20,4,0,1,0,205403,0,120,0,0,0,0,0,0,0,200,100,2,1000,4500,0,0,0,0,0,Pants11_125_D1_C4,-,Pants10_125,-,-,-,Pants11_125_D1_C4,Pants12_125_D1_C4,Pants13_125_D1_C4,-,-,[Usage] Put on / Take off an item.
161,202125105,202,125,1,5,Leisure Force Pants,20,4,0,1,0,205403,0,120,0,0,0,0,0,0,0,200,100,2,1000,4500,0,0,0,0,0,Pants11_125_D1_C5,-,Pants10_125,-,-,-,Pants11_125_D1_C5,Pants12_125_D1_C5,Pants13_125_D1_C5,-,-,[Usage] Put on / Take off an item.
162,202126101,202,126,1,1,Free City Hooded Pants,20,4,0,2,0,205403,0,120,0,0,0,0,0,0,0,200,100,2,1000,4500,0,0,0,0,0,-,Pants21_126_D1_C1,-,Pants20_126,-,-,-,-,-,Pants21_126_D1_C1,Pants22_126_D1_C1,[Usage] Put on / Take off an item.
163,202126102,202,126,1,2,Free City Hooded Pants,20,4,0,2,0,205403,0,120,0,0,0,0,0,0,0,200,100,2,1000,4500,0,0,0,0,0,-,Pants21_126_D1_C2,-,Pants20_126,-,-,-,-,-,Pants21_126_D1_C2,Pants22_126_D1_C2,[Usage] Put on / Take off an item.
164,202126103,202,126,1,3,Free City Hooded Pants,20,4,0,2,0,205403,0,120,0,0,0,0,0,0,0,200,100,2,1000,4500,0,0,0,0,0,-,Pants21_126_D1_C3,-,Pants20_126,-,-,-,-,-,Pants21_126_D1_C3,Pants22_126_D1_C3,[Usage] Put on / Take off an item.
165,202126104,202,126,1,4,Free City Hooded Pants,20,4,0,2,0,205403,0,120,0,0,0,0,0,0,0,200,100,2,1000,4500,0,0,0,0,0,-,Pants21_126_D1_C4,-,Pants20_126,-,-,-,-,-,Pants21_126_D1_C4,Pants22_126_D1_C4,[Usage] Put on / Take off an item.
166,202126105,202,126,1,5,Free City Hooded Pants,20,4,0,2,0,205403,0,120,0,0,0,0,0,0,0,200,100,2,1000,4500,0,0,0,0,0,-,Pants21_126_D1_C5,-,Pants20_126,-,-,-,-,-,Pants21_126_D1_C5,Pants22_126_D1_C5,[Usage] Put on / Take off an item.
167,202127101,202,127,1,1,Red Keeper Pants,20,4,0,1,0,205403,0,120,0,0,0,0,0,0,0,200,100,0,1000,4500,0,0,0,0,0,Pants11_127_D1_C1,-,Pants10_127,-,-,-,Pants11_127_D1_C1,Pants11_127_D1_C1,Pants11_127_D1_C1,-,-,[Usage] Put on / Take off an item.
168,202127102,202,127,1,2,Blue Keeper Pants,20,4,0,1,0,205403,0,120,0,0,0,0,0,0,0,200,100,0,1000,4500,0,0,0,0,0,Pants11_127_D1_C2,-,Pants10_127,-,-,-,Pants11_127_D1_C2,Pants11_127_D1_C2,Pants11_127_D1_C2,-,-,[Usage] Put on / Take off an item.
