Code,POSITION,LEVEL,SKILLCODE,Description,RUN,DRIBBLE,QUICK,STAMINA,ELASTICITY,BODYCHECK,CROSS,SHORTPASS,LONGPASS,HEADSHOOT,SHORTSHOOT,LONGSHOOT,KEEPING,STEAL,TACKLE,CATCH,PUNCH,GUARD,MOVE,BODY,PASS,SHOOT,DEFENSE,GOALKEEP,TALENT
11412,14,12,0,-,83,50,33,28,38,38,63,63,53,38,50,23,45,23,18,0,0,0,0,0,0,0,0,0,0
11413,14,13,0,-,83,51,33,28,38,38,63,63,53,38,51,23,46,23,18,0,0,0,0,0,0,0,0,0,0
11414,14,14,0,-,84,53,34,29,39,39,64,64,54,39,53,24,48,24,19,0,0,0,0,0,0,0,0,0,0
11415,14,15,0,-,85,55,35,30,40,40,65,65,55,40,55,25,50,25,20,0,0,0,0,0,0,0,0,0,0
11416,14,16,0,-,86,57,36,31,41,41,66,66,56,41,57,26,52,26,21,0,0,0,0,0,0,0,0,0,0
11417,14,17,0,-,86,58,36,31,41,41,66,66,56,41,58,26,53,26,21,0,0,0,0,0,0,0,0,0,0
11418,14,18,0,-,87,60,37,32,42,42,67,67,57,42,60,27,55,27,22,0,0,0,0,0,0,0,0,0,0
11419,14,19,0,-,87,61,37,32,42,42,67,67,57,42,61,27,56,27,22,0,0,0,0,0,0,0,0,0,0
11420,14,20,0,-,89,64,39,34,44,44,69,69,59,44,65,29,59,29,24,0,0,0,0,0,0,0,0,0,0
11421,14,21,0,-,89,65,39,34,44,44,69,69,59,44,66,29,60,29,24,0,0,0,0,0,0,0,0,0,0
11422,14,22,0,-,90,67,40,35,45,45,70,70,60,45,68,30,62,30,25,0,0,0,0,0,0,0,0,0,0
11423,14,23,0,-,90,68,40,35,45,45,70,70,60,45,69,30,63,30,25,0,0,0,0,0,0,0,0,0,0
11424,14,24,0,-,91,70,41,36,46,46,71,71,61,46,71,31,65,31,26,0,0,0,0,0,0,0,0,0,0
11425,14,25,0,-,92,72,42,37,47,47,72,72,62,47,73,32,67,32,27,0,0,0,0,0,0,0,0,0,0
11426,14,26,0,-,93,74,43,38,48,48,73,73,63,48,75,33,69,33,28,0,0,0,0,0,0,0,0,0,0
11427,14,27,0,-,93,75,43,38,48,48,73,73,63,48,76,33,70,33,28,0,0,0,0,0,0,0,0,0,0
11428,14,28,0,-,94,77,44,39,49,49,74,74,64,49,78,34,72,34,29,0,0,0,0,0,0,0,0,0,0
11429,14,29,0,-,94,78,44,39,49,49,74,74,64,49,79,34,73,34,29,0,0,0,0,0,0,0,0,0,0
11430,14,30,0,-,96,81,46,41,51,51,76,76,66,51,82,36,76,36,31,0,0,0,0,0,0,0,0,0,0
11431,14,31,0,-,96,82,46,41,51,51,76,76,66,51,84,36,77,36,31,0,0,0,0,0,0,0,0,0,0
11432,14,32,0,-,97,84,47,42,52,52,77,77,67,52,86,37,79,37,32,0,0,0,0,0,0,0,0,0,0
11433,14,33,0,-,98,85,48,43,53,53,78,78,68,53,87,38,80,38,33,0,0,0,0,0,0,0,0,0,0
11434,14,34,0,-,100,88,50,45,55,55,80,80,70,55,90,40,83,40,35,0,0,0,0,0,0,0,0,0,0
11435,14,35,0,-,101,89,51,46,56,56,81,81,71,56,91,41,84,41,36,0,0,0,0,0,0,0,0,0,0
11436,14,36,0,-,102,91,52,47,57,57,82,82,72,57,93,42,86,42,37,0,0,0,0,0,0,0,0,0,0
11437,14,37,0,-,103,92,53,48,58,58,83,83,73,58,94,43,87,43,38,0,0,0,0,0,0,0,0,0,0
11438,14,38,0,-,105,95,55,50,60,60,85,85,75,60,97,45,90,45,40,0,0,0,0,0,0,0,0,0,0
11439,14,39,0,-,106,96,56,51,61,61,86,86,76,61,98,46,91,46,41,0,0,0,0,0,0,0,0,0,0
11440,14,40,0,-,107,98,57,52,62,62,87,87,77,62,101,47,93,47,42,0,0,0,0,0,0,0,0,0,0
11441,14,41,0,-,108,99,58,53,63,63,88,88,78,63,102,48,94,48,43,0,0,0,0,0,0,0,0,0,0
11442,14,42,0,-,110,102,60,55,65,65,90,90,80,65,105,50,97,50,45,0,0,0,0,0,0,0,0,0,0
11443,14,43,0,-,111,103,61,56,66,66,91,91,81,66,106,51,98,51,46,0,0,0,0,0,0,0,0,0,0
11444,14,44,0,-,112,105,62,57,67,67,92,92,82,67,108,52,100,52,47,0,0,0,0,0,0,0,0,0,0
11445,14,45,0,-,113,106,63,58,68,68,93,93,83,68,109,53,101,53,48,0,0,0,0,0,0,0,0,0,0
11446,14,46,0,-,115,109,65,60,70,70,95,95,85,70,112,55,104,55,50,0,0,0,0,0,0,0,0,0,0
11447,14,47,0,-,116,110,66,61,71,71,96,96,86,71,113,56,105,56,51,0,0,0,0,0,0,0,0,0,0
11448,14,48,0,-,117,112,67,62,72,72,97,97,87,72,115,57,107,57,52,0,0,0,0,0,0,0,0,0,0
11449,14,49,0,-,118,113,68,63,73,73,98,98,88,73,116,58,108,58,53,0,0,0,0,0,0,0,0,0,0
11450,14,50,0,-,120,116,70,65,75,75,100,100,90,75,119,60,111,60,55,0,0,0,0,0,0,0,0,0,0
12001,20,1,0,-,100,80,80,80,80,80,80,80,80,80,80,80,80,80,80,0,0,0,0,0,0,0,0,0,0
12002,20,2,0,-,100,80,80,80,80,80,80,80,80,80,80,80,80,80,80,0,0,0,0,0,0,0,0,0,0
12003,20,3,0,-,100,80,80,80,80,80,80,80,80,80,80,80,80,80,80,0,0,0,0,0,0,0,0,0,0
12004,20,4,0,-,100,80,80,80,80,80,80,80,80,80,80,80,80,80,80,0,0,0,0,0,0,0,0,0,0
12005,20,5,0,-,100,80,80,80,80,80,80,80,80,80,80,80,80,80,80,0,0,0,0,0,0,0,0,0,0
12006,20,6,0,-,100,80,80,80,80,80,80,80,80,80,80,80,80,80,80,0,0,0,0,0,0,0,0,0,0
12007,20,7,0,-,100,80,80,80,80,80,80,80,80,80,80,80,80,80,80,0,0,0,0,0,0,0,0,0,0
12008,20,8,0,-,100,80,80,80,80,80,80,80,80,80,80,80,80,80,80,0,0,0,0,0,0,0,0,0,0
12009,20,9,0,-,100,80,80,80,80,80,80,80,80,80,80,80,80,80,80,0,0,0,0,0,0,0,0,0,0
12010,20,10,0,-,82,32,47,32,27,32,62,67,62,22,22,47,32,37,22,0,0,0,0,0,0,0,0,0,0
12011,20,11,0,-,82,32,48,32,27,32,62,67,62,22,22,48,32,38,22,0,0,0,0,0,0,0,0,0,0
12012,20,12,0,-,83,33,50,33,28,33,63,68,63,23,23,50,33,40,23,0,0,0,0,0,0,0,0,0,0
12013,20,13,0,-,83,33,51,33,28,33,63,68,63,23,23,51,33,41,23,0,0,0,0,0,0,0,0,0,0
12014,20,14,0,-,84,34,53,34,29,34,64,69,64,24,24,53,34,43,24,0,0,0,0,0,0,0,0,0,0
12015,20,15,0,-,85,35,55,35,30,35,65,70,65,25,25,55,35,45,25,0,0,0,0,0,0,0,0,0,0
12016,20,16,0,-,86,36,57,36,31,36,66,71,66,26,26,57,36,47,26,0,0,0,0,0,0,0,0,0,0
12017,20,17,0,-,86,36,58,36,31,36,66,71,66,26,26,58,36,48,26,0,0,0,0,0,0,0,0,0,0
12018,20,18,0,-,87,37,60,37,32,37,67,72,67,27,27,60,37,50,27,0,0,0,0,0,0,0,0,0,0
12019,20,19,0,-,87,37,61,37,32,37,67,72,67,27,27,61,37,51,27,0,0,0,0,0,0,0,0,0,0
12020,20,20,0,-,89,39,65,39,34,39,69,74,69,29,29,65,39,55,29,0,0,0,0,0,0,0,0,0,0
12021,20,21,0,-,89,39,66,39,34,39,69,74,69,29,29,66,39,56,29,0,0,0,0,0,0,0,0,0,0
12022,20,22,0,-,90,40,68,40,35,40,70,75,70,30,30,68,40,58,30,0,0,0,0,0,0,0,0,0,0
12023,20,23,0,-,90,40,69,40,35,40,70,75,70,30,30,69,40,59,30,0,0,0,0,0,0,0,0,0,0
12024,20,24,0,-,91,41,71,41,36,41,71,76,71,31,31,71,41,61,31,0,0,0,0,0,0,0,0,0,0
12025,20,25,0,-,92,42,73,42,37,42,72,77,72,32,32,73,42,63,32,0,0,0,0,0,0,0,0,0,0
12026,20,26,0,-,93,43,75,43,38,43,73,78,73,33,33,75,43,65,33,0,0,0,0,0,0,0,0,0,0
12027,20,27,0,-,93,43,76,43,38,43,73,78,73,33,33,76,43,66,33,0,0,0,0,0,0,0,0,0,0
12028,20,28,0,-,94,44,78,44,39,44,74,79,74,34,34,78,44,68,34,0,0,0,0,0,0,0,0,0,0
12029,20,29,0,-,94,44,79,44,39,44,74,79,74,34,34,79,44,69,34,0,0,0,0,0,0,0,0,0,0
12030,20,30,0,-,96,46,82,46,41,46,76,81,76,36,36,82,46,72,36,0,0,0,0,0,0,0,0,0,0
12031,20,31,0,-,96,46,84,46,41,46,76,81,76,36,36,84,46,74,36,0,0,0,0,0,0,0,0,0,0
12032,20,32,0,-,97,47,86,47,42,47,77,82,77,37,37,86,47,76,37,0,0,0,0,0,0,0,0,0,0
12033,20,33,0,-,98,48,87,48,43,48,78,83,78,38,38,87,48,77,38,0,0,0,0,0,0,0,0,0,0
12034,20,34,0,-,100,50,90,50,45,50,80,85,80,40,40,90,50,80,40,0,0,0,0,0,0,0,0,0,0
12035,20,35,0,-,101,51,91,51,46,51,81,86,81,41,41,91,51,81,41,0,0,0,0,0,0,0,0,0,0
12036,20,36,0,-,102,52,93,52,47,52,82,87,82,42,42,93,52,83,42,0,0,0,0,0,0,0,0,0,0
12037,20,37,0,-,103,53,94,53,48,53,83,88,83,43,43,94,53,84,43,0,0,0,0,0,0,0,0,0,0
12038,20,38,0,-,105,55,97,55,50,55,85,90,85,45,45,97,55,87,45,0,0,0,0,0,0,0,0,0,0
12039,20,39,0,-,106,56,98,56,51,56,86,91,86,46,46,98,56,88,46,0,0,0,0,0,0,0,0,0,0
12040,20,40,0,-,107,57,101,57,52,57,87,92,87,47,47,101,57,91,47,0,0,0,0,0,0,0,0,0,0
12041,20,41,0,-,108,58,102,58,53,58,88,93,88,48,48,102,58,92,48,0,0,0,0,0,0,0,0,0,0
12042,20,42,0,-,110,60,105,60,55,60,90,95,90,50,50,105,60,95,50,0,0,0,0,0,0,0,0,0,0
12043,20,43,0,-,111,61,106,61,56,61,91,96,91,51,51,106,61,96,51,0,0,0,0,0,0,0,0,0,0
12044,20,44,0,-,112,62,108,62,57,62,92,97,92,52,52,108,62,98,52,0,0,0,0,0,0,0,0,0,0
12045,20,45,0,-,113,63,109,63,58,63,93,98,93,53,53,109,63,99,53,0,0,0,0,0,0,0,0,0,0
12046,20,46,0,-,115,65,112,65,60,65,95,100,95,55,55,112,65,102,55,0,0,0,0,0,0,0,0,0,0
12047,20,47,0,-,116,66,113,66,61,66,96,101,96,56,56,113,66,103,56,0,0,0,0,0,0,0,0,0,0
12048,20,48,0,-,117,67,115,67,62,67,97,102,97,57,57,115,67,105,57,0,0,0,0,0,0,0,0,0,0
12049,20,49,0,-,118,68,116,68,63,68,98,103,98,58,58,116,68,106,58,0,0,0,0,0,0,0,0,0,0
12050,20,50,0,-,120,70,119,70,65,70,100,105,100,60,60,119,70,109,60,0,0,0,0,0,0,0,0,0,0
12101,21,1,0,-,100,80,80,80,80,80,80,80,80,80,80,80,80,80,80,0,0,0,0,0,0,0,0,0,0
12102,21,2,0,-,100,80,80,80,80,80,80,80,80,80,80,80,80,80,80,0,0,0,0,0,0,0,0,0,0
12103,21,3,0,-,100,80,80,80,80,80,80,80,80,80,80,80,80,80,80,0,0,0,0,0,0,0,0,0,0
12104,21,4,0,-,100,80,80,80,80,80,80,80,80,80,80,80,80,80,80,0,0,0,0,0,0,0,0,0,0
12105,21,5,0,-,100,80,80,80,80,80,80,80,80,80,80,80,80,80,80,0,0,0,0,0,0,0,0,0,0
12106,21,6,0,-,100,80,80,80,80,80,80,80,80,80,80,80,80,80,80,0,0,0,0,0,0,0,0,0,0
12107,21,7,0,-,100,80,80,80,80,80,80,80,80,80,80,80,80,80,80,0,0,0,0,0,0,0,0,0,0
12108,21,8,0,-,100,80,80,80,80,80,80,80,80,80,80,80,80,80,80,0,0,0,0,0,0,0,0,0,0
12109,21,9,0,-,100,80,80,80,80,80,80,80,80,80,80,80,80,80,80,0,0,0,0,0,0,0,0,0,0
12110,21,10,0,-,82,32,47,32,27,32,62,67,62,22,22,47,32,37,22,0,0,0,0,0,0,0,0,0,0
12111,21,11,0,-,82,32,48,32,27,32,62,67,62,22,22,48,32,38,22,0,0,0,0,0,0,0,0,0,0
12112,21,12,0,-,83,33,50,33,28,33,63,68,63,23,23,50,33,40,23,0,0,0,0,0,0,0,0,0,0
12113,21,13,0,-,83,33,51,33,28,33,63,68,63,23,23,51,33,41,23,0,0,0,0,0,0,0,0,0,0
12114,21,14,0,-,84,34,53,34,29,34,64,69,64,24,24,53,34,43,24,0,0,0,0,0,0,0,0,0,0
12115,21,15,0,-,85,35,55,35,30,35,65,70,65,25,25,55,35,45,25,0,0,0,0,0,0,0,0,0,0
12116,21,16,0,-,86,36,57,36,31,36,66,71,66,26,26,57,36,47,26,0,0,0,0,0,0,0,0,0,0
12117,21,17,0,-,86,36,58,36,31,36,66,71,66,26,26,58,36,48,26,0,0,0,0,0,0,0,0,0,0
12118,21,18,0,-,87,37,60,37,32,37,67,72,67,27,27,60,37,50,27,0,0,0,0,0,0,0,0,0,0
12119,21,19,0,-,87,37,61,37,32,37,67,72,67,27,27,61,37,51,27,0,0,0,0,0,0,0,0,0,0
12120,21,20,0,-,89,39,65,39,34,39,69,74,69,29,29,65,39,55,29,0,0,0,0,0,0,0,0,0,0
12121,21,21,0,-,89,39,66,39,34,39,69,74,69,29,29,66,39,56,29,0,0,0,0,0,0,0,0,0,0
12122,21,22,0,-,90,40,68,40,35,40,70,75,70,30,30,68,40,58,30,0,0,0,0,0,0,0,0,0,0
12123,21,23,0,-,90,40,69,40,35,40,70,75,70,30,30,69,40,59,30,0,0,0,0,0,0,0,0,0,0
12124,21,24,0,-,91,41,71,41,36,41,71,76,71,31,31,71,41,61,31,0,0,0,0,0,0,0,0,0,0
12125,21,25,0,-,92,42,73,42,37,42,72,77,72,32,32,73,42,63,32,0,0,0,0,0,0,0,0,0,0
12126,21,26,0,-,93,43,75,43,38,43,73,78,73,33,33,75,43,65,33,0,0,0,0,0,0,0,0,0,0
12127,21,27,0,-,93,43,76,43,38,43,73,78,73,33,33,76,43,66,33,0,0,0,0,0,0,0,0,0,0
12128,21,28,0,-,94,44,78,44,39,44,74,79,74,34,34,78,44,68,34,0,0,0,0,0,0,0,0,0,0
12129,21,29,0,-,94,44,79,44,39,44,74,79,74,34,34,79,44,69,34,0,0,0,0,0,0,0,0,0,0
12130,21,30,0,-,96,46,82,46,41,46,76,81,76,36,36,82,46,72,36,0,0,0,0,0,0,0,0,0,0
12131,21,31,0,-,96,46,84,46,41,46,76,81,76,36,36,84,46,74,36,0,0,0,0,0,0,0,0,0,0
12132,21,32,0,-,97,47,86,47,42,47,77,82,77,37,37,86,47,76,37,0,0,0,0,0,0,0,0,0,0
12133,21,33,0,-,98,48,87,48,43,48,78,83,78,38,38,87,48,77,38,0,0,0,0,0,0,0,0,0,0
12134,21,34,0,-,100,50,90,50,45,50,80,85,80,40,40,90,50,80,40,0,0,0,0,0,0,0,0,0,0
12135,21,35,0,-,101,51,91,51,46,51,81,86,81,41,41,91,51,81,41,0,0,0,0,0,0,0,0,0,0
12136,21,36,0,-,102,52,93,52,47,52,82,87,82,42,42,93,52,83,42,0,0,0,0,0,0,0,0,0,0
12137,21,37,0,-,103,53,94,53,48,53,83,88,83,43,43,94,53,84,43,0,0,0,0,0,0,0,0,0,0
12138,21,38,0,-,105,55,97,55,50,55,85,90,85,45,45,97,55,87,45,0,0,0,0,0,0,0,0,0,0
12139,21,39,0,-,106,56,98,56,51,56,86,91,86,46,46,98,56,88,46,0,0,0,0,0,0,0,0,0,0
12140,21,40,0,-,107,57,101,57,52,57,87,92,87,47,47,101,57,91,47,0,0,0,0,0,0,0,0,0,0
12141,21,41,0,-,108,58,102,58,53,58,88,93,88,48,48,102,58,92,48,0,0,0,0,0,0,0,0,0,0
12142,21,42,0,-,110,60,105,60,55,60,90,95,90,50,50,105,60,95,50,0,0,0,0,0,0,0,0,0,0
12143,21,43,0,-,111,61,106,61,56,61,91,96,91,51,51,106,61,96,51,0,0,0,0,0,0,0,0,0,0
12144,21,44,0,-,112,62,108,62,57,62,92,97,92,52,52,108,62,98,52,0,0,0,0,0,0,0,0,0,0
12145,21,45,0,-,113,63,109,63,58,63,93,98,93,53,53,109,63,99,53,0,0,0,0,0,0,0,0,0,0
12146,21,46,0,-,115,65,112,65,60,65,95,100,95,55,55,112,65,102,55,0,0,0,0,0,0,0,0,0,0
12147,21,47,0,-,116,66,113,66,61,66,96,101,96,56,56,113,66,103,56,0,0,0,0,0,0,0,0,0,0
12148,21,48,0,-,117,67,115,67,62,67,97,102,97,57,57,115,67,105,57,0,0,0,0,0,0,0,0,0,0
12149,21,49,0,-,118,68,116,68,63,68,98,103,98,58,58,116,68,106,58,0,0,0,0,0,0,0,0,0,0
12150,21,50,0,-,120,70,119,70,65,70,100,105,100,60,60,119,70,109,60,0,0,0,0,0,0,0,0,0,0
12201,22,1,0,-,100,80,80,80,80,80,80,80,80,80,80,80,80,80,80,0,0,0,0,0,0,0,0,0,0
12202,22,2,0,-,100,80,80,80,80,80,80,80,80,80,80,80,80,80,80,0,0,0,0,0,0,0,0,0,0
12203,22,3,0,-,100,80,80,80,80,80,80,80,80,80,80,80,80,80,80,0,0,0,0,0,0,0,0,0,0
12204,22,4,0,-,100,80,80,80,80,80,80,80,80,80,80,80,80,80,80,0,0,0,0,0,0,0,0,0,0
12205,22,5,0,-,100,80,80,80,80,80,80,80,80,80,80,80,80,80,80,0,0,0,0,0,0,0,0,0,0
12206,22,6,0,-,100,80,80,80,80,80,80,80,80,80,80,80,80,80,80,0,0,0,0,0,0,0,0,0,0
12207,22,7,0,-,100,80,80,80,80,80,80,80,80,80,80,80,80,80,80,0,0,0,0,0,0,0,0,0,0
12208,22,8,0,-,100,80,80,80,80,80,80,80,80,80,80,80,80,80,80,0,0,0,0,0,0,0,0,0,0
12209,22,9,0,-,100,80,80,80,80,80,80,80,80,80,80,80,80,80,80,0,0,0,0,0,0,0,0,0,0
12210,22,10,0,-,82,32,47,32,27,32,62,67,62,22,22,47,32,37,22,0,0,0,0,0,0,0,0,0,0
12211,22,11,0,-,82,32,48,32,27,32,62,67,62,22,22,48,32,38,22,0,0,0,0,0,0,0,0,0,0
12212,22,12,0,-,83,33,50,33,28,33,63,68,63,23,23,50,33,40,23,0,0,0,0,0,0,0,0,0,0
12213,22,13,0,-,83,33,51,33,28,33,63,68,63,23,23,51,33,41,23,0,0,0,0,0,0,0,0,0,0
12214,22,14,0,-,84,34,53,34,29,34,64,69,64,24,24,53,34,43,24,0,0,0,0,0,0,0,0,0,0
12215,22,15,0,-,85,35,55,35,30,35,65,70,65,25,25,55,35,45,25,0,0,0,0,0,0,0,0,0,0
12216,22,16,0,-,86,36,57,36,31,36,66,71,66,26,26,57,36,47,26,0,0,0,0,0,0,0,0,0,0
12217,22,17,0,-,86,36,58,36,31,36,66,71,66,26,26,58,36,48,26,0,0,0,0,0,0,0,0,0,0
12218,22,18,0,-,87,37,60,37,32,37,67,72,67,27,27,60,37,50,27,0,0,0,0,0,0,0,0,0,0
12219,22,19,0,-,87,37,61,37,32,37,67,72,67,27,27,61,37,51,27,0,0,0,0,0,0,0,0,0,0
12220,22,20,0,-,89,39,65,39,34,39,69,74,69,29,29,65,39,55,29,0,0,0,0,0,0,0,0,0,0
12221,22,21,0,-,89,39,66,39,34,39,69,74,69,29,29,66,39,56,29,0,0,0,0,0,0,0,0,0,0
12222,22,22,0,-,90,40,68,40,35,40,70,75,70,30,30,68,40,58,30,0,0,0,0,0,0,0,0,0,0
12223,22,23,0,-,90,40,69,40,35,40,70,75,70,30,30,69,40,59,30,0,0,0,0,0,0,0,0,0,0
12224,22,24,0,-,91,41,71,41,36,41,71,76,71,31,31,71,41,61,31,0,0,0,0,0,0,0,0,0,0
12225,22,25,0,-,92,42,73,42,37,42,72,77,72,32,32,73,42,63,32,0,0,0,0,0,0,0,0,0,0
12226,22,26,0,-,93,43,75,43,38,43,73,78,73,33,33,75,43,65,33,0,0,0,0,0,0,0,0,0,0
12227,22,27,0,-,93,43,76,43,38,43,73,78,73,33,33,76,43,66,33,0,0,0,0,0,0,0,0,0,0
12228,22,28,0,-,94,44,78,44,39,44,74,79,74,34,34,78,44,68,34,0,0,0,0,0,0,0,0,0,0
12229,22,29,0,-,94,44,79,44,39,44,74,79,74,34,34,79,44,69,34,0,0,0,0,0,0,0,0,0,0
12230,22,30,0,-,96,46,82,46,41,46,76,81,76,36,36,82,46,72,36,0,0,0,0,0,0,0,0,0,0
12231,22,31,0,-,96,46,84,46,41,46,76,81,76,36,36,84,46,74,36,0,0,0,0,0,0,0,0,0,0
12232,22,32,0,-,97,47,86,47,42,47,77,82,77,37,37,86,47,76,37,0,0,0,0,0,0,0,0,0,0
12233,22,33,0,-,98,48,87,48,43,48,78,83,78,38,38,87,48,77,38,0,0,0,0,0,0,0,0,0,0
12234,22,34,0,-,100,50,90,50,45,50,80,85,80,40,40,90,50,80,40,0,0,0,0,0,0,0,0,0,0
12235,22,35,0,-,101,51,91,51,46,51,81,86,81,41,41,91,51,81,41,0,0,0,0,0,0,0,0,0,0
12236,22,36,0,-,102,52,93,52,47,52,82,87,82,42,42,93,52,83,42,0,0,0,0,0,0,0,0,0,0
12237,22,37,0,-,103,53,94,53,48,53,83,88,83,43,43,94,53,84,43,0,0,0,0,0,0,0,0,0,0
12238,22,38,0,-,105,55,97,55,50,55,85,90,85,45,45,97,55,87,45,0,0,0,0,0,0,0,0,0,0
12239,22,39,0,-,106,56,98,56,51,56,86,91,86,46,46,98,56,88,46,0,0,0,0,0,0,0,0,0,0
12240,22,40,0,-,107,57,101,57,52,57,87,92,87,47,47,101,57,91,47,0,0,0,0,0,0,0,0,0,0
12241,22,41,0,-,108,58,102,58,53,58,88,93,88,48,48,102,58,92,48,0,0,0,0,0,0,0,0,0,0
12242,22,42,0,-,110,60,105,60,55,60,90,95,90,50,50,105,60,95,50,0,0,0,0,0,0,0,0,0,0
12243,22,43,0,-,111,61,106,61,56,61,91,96,91,51,51,106,61,96,51,0,0,0,0,0,0,0,0,0,0
12244,22,44,0,-,112,62,108,62,57,62,92,97,92,52,52,108,62,98,52,0,0,0,0,0,0,0,0,0,0
12245,22,45,0,-,113,63,109,63,58,63,93,98,93,53,53,109,63,99,53,0,0,0,0,0,0,0,0,0,0
12246,22,46,0,-,115,65,112,65,60,65,95,100,95,55,55,112,65,102,55,0,0,0,0,0,0,0,0,0,0
12247,22,47,0,-,116,66,113,66,61,66,96,101,96,56,56,113,66,103,56,0,0,0,0,0,0,0,0,0,0
12248,22,48,0,-,117,67,115,67,62,67,97,102,97,57,57,115,67,105,57,0,0,0,0,0,0,0,0,0,0
12249,22,49,0,-,118,68,116,68,63,68,98,103,98,58,58,116,68,106,58,0,0,0,0,0,0,0,0,0,0
12250,22,50,0,-,120,70,119,70,65,70,100,105,100,60,60,119,70,109,60,0,0,0,0,0,0,0,0,0,0
12301,23,1,0,-,100,80,80,80,80,80,80,80,80,80,80,80,80,80,80,0,0,0,0,0,0,0,0,0,0
12302,23,2,0,-,100,80,80,80,80,80,80,80,80,80,80,80,80,80,80,0,0,0,0,0,0,0,0,0,0
12303,23,3,0,-,100,80,80,80,80,80,80,80,80,80,80,80,80,80,80,0,0,0,0,0,0,0,0,0,0
12304,23,4,0,-,100,80,80,80,80,80,80,80,80,80,80,80,80,80,80,0,0,0,0,0,0,0,0,0,0
12305,23,5,0,-,100,80,80,80,80,80,80,80,80,80,80,80,80,80,80,0,0,0,0,0,0,0,0,0,0
12306,23,6,0,-,100,80,80,80,80,80,80,80,80,80,80,80,80,80,80,0,0,0,0,0,0,0,0,0,0
12307,23,7,0,-,100,80,80,80,80,80,80,80,80,80,80,80,80,80,80,0,0,0,0,0,0,0,0,0,0
12308,23,8,0,-,100,80,80,80,80,80,80,80,80,80,80,80,80,80,80,0,0,0,0,0,0,0,0,0,0
12309,23,9,0,-,100,80,80,80,80,80,80,80,80,80,80,80,80,80,80,0,0,0,0,0,0,0,0,0,0
12310,23,10,0,-,82,32,47,32,27,32,62,67,62,22,22,47,32,37,22,0,0,0,0,0,0,0,0,0,0
12311,23,11,0,-,82,32,48,32,27,32,62,67,62,22,22,48,32,38,22,0,0,0,0,0,0,0,0,0,0
12312,23,12,0,-,83,33,50,33,28,33,63,68,63,23,23,50,33,40,23,0,0,0,0,0,0,0,0,0,0
12313,23,13,0,-,83,33,51,33,28,33,63,68,63,23,23,51,33,41,23,0,0,0,0,0,0,0,0,0,0
12314,23,14,0,-,84,34,53,34,29,34,64,69,64,24,24,53,34,43,24,0,0,0,0,0,0,0,0,0,0
12315,23,15,0,-,85,35,55,35,30,35,65,70,65,25,25,55,35,45,25,0,0,0,0,0,0,0,0,0,0
12316,23,16,0,-,86,36,57,36,31,36,66,71,66,26,26,57,36,47,26,0,0,0,0,0,0,0,0,0,0
12317,23,17,0,-,86,36,58,36,31,36,66,71,66,26,26,58,36,48,26,0,0,0,0,0,0,0,0,0,0
12318,23,18,0,-,87,37,60,37,32,37,67,72,67,27,27,60,37,50,27,0,0,0,0,0,0,0,0,0,0
12319,23,19,0,-,87,37,61,37,32,37,67,72,67,27,27,61,37,51,27,0,0,0,0,0,0,0,0,0,0
12320,23,20,0,-,89,39,65,39,34,39,69,74,69,29,29,65,39,55,29,0,0,0,0,0,0,0,0,0,0
12321,23,21,0,-,89,39,66,39,34,39,69,74,69,29,29,66,39,56,29,0,0,0,0,0,0,0,0,0,0
12322,23,22,0,-,90,40,68,40,35,40,70,75,70,30,30,68,40,58,30,0,0,0,0,0,0,0,0,0,0
12323,23,23,0,-,90,40,69,40,35,40,70,75,70,30,30,69,40,59,30,0,0,0,0,0,0,0,0,0,0
12324,23,24,0,-,91,41,71,41,36,41,71,76,71,31,31,71,41,61,31,0,0,0,0,0,0,0,0,0,0
12325,23,25,0,-,92,42,73,42,37,42,72,77,72,32,32,73,42,63,32,0,0,0,0,0,0,0,0,0,0
12326,23,26,0,-,93,43,75,43,38,43,73,78,73,33,33,75,43,65,33,0,0,0,0,0,0,0,0,0,0
12327,23,27,0,-,93,43,76,43,38,43,73,78,73,33,33,76,43,66,33,0,0,0,0,0,0,0,0,0,0
12328,23,28,0,-,94,44,78,44,39,44,74,79,74,34,34,78,44,68,34,0,0,0,0,0,0,0,0,0,0
12329,23,29,0,-,94,44,79,44,39,44,74,79,74,34,34,79,44,69,34,0,0,0,0,0,0,0,0,0,0
12330,23,30,0,-,96,46,82,46,41,46,76,81,76,36,36,82,46,72,36,0,0,0,0,0,0,0,0,0,0
12331,23,31,0,-,96,46,84,46,41,46,76,81,76,36,36,84,46,74,36,0,0,0,0,0,0,0,0,0,0
12332,23,32,0,-,97,47,86,47,42,47,77,82,77,37,37,86,47,76,37,0,0,0,0,0,0,0,0,0,0
12333,23,33,0,-,98,48,87,48,43,48,78,83,78,38,38,87,48,77,38,0,0,0,0,0,0,0,0,0,0
12334,23,34,0,-,100,50,90,50,45,50,80,85,80,40,40,90,50,80,40,0,0,0,0,0,0,0,0,0,0
12335,23,35,0,-,101,51,91,51,46,51,81,86,81,41,41,91,51,81,41,0,0,0,0,0,0,0,0,0,0
12336,23,36,0,-,102,52,93,52,47,52,82,87,82,42,42,93,52,83,42,0,0,0,0,0,0,0,0,0,0
12337,23,37,0,-,103,53,94,53,48,53,83,88,83,43,43,94,53,84,43,0,0,0,0,0,0,0,0,0,0
