Index,Code,Type,Limit,Value,Discount,Sell,Cash,Point,Name,LearnText,IconFile,Explain
136,2307,23,35,7,100,2,2800,14000,ЪЯбэШ ксь ЧсЧЮЪиЧн 7,ЧЮЪиЧн,Training_Steal,ЪЯбэШ ксь ЧсЧЮЪиЧн 7
137,2308,23,40,8,100,2,3200,16000,ЪЯбэШ ксь ЧсЧЮЪиЧн 8,ЧЮЪиЧн,Training_Steal,ЪЯбэШ ксь ЧсЧЮЪиЧн 8
138,2309,23,45,9,100,2,3600,18000,ЪЯбэШ ксь ЧсЧЮЪиЧн 9,ЧЮЪиЧн,Training_Steal,ЪЯбэШ ксь ЧсЧЮЪиЧн 9
139,2310,23,50,10,100,2,4000,20000,ЪЯбэШ ксь ЧсЧЮЪиЧн 10,ЧЮЪиЧн,Training_Steal,ЪЯбэШ ксь ЧсЧЮЪиЧн 10
140,2401,24,5,1,100,2,400,2000,ЪЯбэШ ксь ЧскбосЩ 1,кбосЩ,Training_Tackle,ЪЯбэШ ксь ЧскбосЩ 1
141,2402,24,10,2,100,2,800,4000,ЪЯбэШ ксь ЧскбосЩ 2,кбосЩ,Training_Tackle,ЪЯбэШ ксь ЧскбосЩ 2
142,2403,24,15,3,100,2,1200,6000,ЪЯбэШ ксь ЧскбосЩ 3,кбосЩ,Training_Tackle,ЪЯбэШ ксь ЧскбосЩ 3
143,2404,24,20,4,100,2,1600,8000,ЪЯбэШ ксь ЧскбосЩ 4,кбосЩ,Training_Tackle,ЪЯбэШ ксь ЧскбосЩ 4
144,2405,24,25,5,100,2,2000,10000,ЪЯбэШ ксь ЧскбосЩ 5,кбосЩ,Training_Tackle,ЪЯбэШ ксь ЧскбосЩ 5
145,2406,24,30,6,100,2,2400,12000,ЪЯбэШ ксь ЧскбосЩ 6,кбосЩ,Training_Tackle,ЪЯбэШ ксь ЧскбосЩ 6
146,2407,24,35,7,100,2,2800,14000,ЪЯбэШ ксь ЧскбосЩ 7,кбосЩ,Training_Tackle,ЪЯбэШ ксь ЧскбосЩ 7
147,2408,24,40,8,100,2,3200,16000,ЪЯбэШ ксь ЧскбосЩ 8,кбосЩ,Training_Tackle,ЪЯбэШ ксь ЧскбосЩ 8
148,2409,24,45,9,100,2,3600,18000,ЪЯбэШ ксь ЧскбосЩ 9,кбосЩ,Training_Tackle,ЪЯбэШ ксь ЧскбосЩ 9
149,2410,24,50,10,100,2,4000,20000,ЪЯбэШ ксь ЧскбосЩ 10,кбосЩ,Training_Tackle,ЪЯбэШ ксь ЧскбосЩ 10
