Index,Code,FacultyName,FacultyCode,SituationText,SituationCode,RATIO1,RATIO2,LEVEL5,LEVEL10,LEVEL15,LEVEL20,LEVEL25,LEVEL30,LEVEL35,LEVEL40,LEVEL45,LEVEL50,BONUS_RATE,PRICE,HAIR,TATTOO,SHIRTS,PANTS,GLOVE,SHOES,SOCKS,EYE,EAR,NECK,MASK,MUFFLER,BAG,WRIST,ARM,KNEE,RARE_RATIO,SPECIAL_RATIO
156,10411000,단거리슛,110,2점+ 패배상황에서,104,120,10980,6,7,8,9,10,11,12,13,14,15,28,8,15,15,15,15,15,100,15,15,15,15,15,15,15,15,15,15,0,0
157,10411100,중거리슛,111,2점+ 패배상황에서,104,120,11100,6,7,8,9,10,11,12,13,14,15,28,8,15,15,15,15,15,100,15,15,15,15,5,15,15,15,15,15,0,0
158,10411200,키핑,112,2점+ 패배상황에서,104,120,11220,6,7,8,9,10,11,12,13,14,15,28,8,30,30,100,30,30,100,50,100,100,100,30,5,30,30,100,30,0,0
159,10411300,스틸,113,2점+ 패배상황에서,104,120,11340,6,7,8,9,10,11,12,13,14,15,28,8,15,15,100,15,15,15,50,100,100,100,100,100,5,100,100,5,0,0
160,10411400,태클,114,2점+ 패배상황에서,104,120,11460,6,7,8,9,10,11,12,13,14,15,28,8,15,15,100,15,15,15,50,30,30,30,30,30,30,5,100,100,0,0
161,10420000,공격력,200,2점+ 패배상황에서,104,30,11490,7,8,9,9,10,10,11,11,12,13,88,33,10,10,10,10,10,50,30,20,20,20,20,20,20,20,20,20,20,40
162,10420100,수비력,201,2점+ 패배상황에서,104,30,11520,7,8,9,9,10,10,11,11,12,13,88,33,10,10,10,10,50,10,10,10,10,10,10,10,10,50,50,50,20,40
163,10420200,제공권,202,2점+ 패배상황에서,104,30,11550,7,8,9,9,10,10,11,11,12,13,88,33,50,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,20,40
164,10420300,패스능력,203,2점+ 패배상황에서,104,30,11580,7,8,9,9,10,10,11,11,12,13,88,33,10,10,10,10,10,10,10,30,10,10,10,10,10,10,10,10,20,40
165,10420400,이동능력,204,2점+ 패배상황에서,104,30,11610,7,8,9,9,10,10,11,11,12,13,88,33,10,10,10,10,10,10,50,10,10,10,10,10,10,10,10,10,20,40
166,10420500,체력,205,2점+ 패배상황에서,104,30,11640,7,8,9,9,10,10,11,11,12,13,88,33,10,10,50,10,10,10,10,10,10,10,10,10,10,10,10,10,20,40
167,10420600,돌파력,206,2점+ 패배상황에서,104,30,11670,7,8,9,9,10,10,11,11,12,13,88,33,10,10,10,50,10,10,10,10,10,10,10,10,10,10,10,10,20,40
168,10421000,치명적 단거리율,210,2점+ 패배상황에서,104,200,11870,3,4,5,6,7,8,9,10,11,12,40,5,130,130,5,5,5,5,5,130,130,130,130,130,10,10,10,10,20,40
169,10421100,치명적 중거리율,211,2점+ 패배상황에서,104,200,12070,3,4,5,6,7,8,9,10,11,12,40,5,130,130,5,5,5,5,5,130,130,130,130,130,10,10,10,10,0,0
170,10421200,치명적 태클율,212,2점+ 패배상황에서,104,200,12270,3,4,5,6,7,8,9,10,11,12,100,5,130,130,5,5,5,5,5,130,130,130,130,130,10,10,10,10,0,0
171,10421300,치명적 스틸율,213,2점+ 패배상황에서,104,200,12470,3,4,5,6,7,8,9,10,11,12,160,5,130,130,5,5,5,5,5,130,130,130,130,130,10,10,10,10,0,0
172,10421400,치명적 헤딩율,214,2점+ 패배상황에서,104,200,12670,3,4,5,6,7,8,9,10,11,12,160,5,130,130,5,5,5,5,5,130,130,130,130,130,10,10,10,10,0,0
173,10520700,모든 능력치,207,2점+ 승리상황에서,105,40,12710,2,3,4,4,5,5,6,6,7,7,100,25,10,10,60,60,20,60,5,10,10,10,10,20,20,20,20,20,0,100
174,10510000,달리기,100,2점+ 승리상황에서,105,120,12830,3,3,4,5,6,7,8,9,10,11,20,8,5,30,30,30,30,100,100,30,30,30,30,30,30,30,30,100,0,0
175,10510100,드리블,101,2점+ 승리상황에서,105,120,12950,3,3,4,5,6,7,8,9,10,11,20,8,30,30,100,100,100,30,30,30,30,30,30,30,30,30,30,30,0,0
176,10510200,순발력,102,2점+ 승리상황에서,105,120,13070,3,3,4,5,6,7,8,9,10,11,20,8,100,5,30,30,30,30,30,30,30,30,30,30,30,30,30,100,0,0
177,10510300,지구력,103,2점+ 승리상황에서,105,120,13190,3,3,4,5,6,7,8,9,10,11,20,8,30,100,5,30,30,100,100,100,30,30,30,30,30,30,30,30,0,0
178,10510400,탄력,104,2점+ 승리상황에서,105,120,13310,3,3,4,5,6,7,8,9,10,11,20,8,30,100,30,5,30,30,30,30,100,100,100,100,30,30,30,30,0,0
179,10510500,몸싸움,105,2점+ 승리상황에서,105,120,13430,3,3,4,5,6,7,8,9,10,11,20,8,30,30,30,30,5,30,30,30,30,30,30,30,100,100,100,100,0,0
180,10510600,크로스,106,2점+ 승리상황에서,105,120,13550,3,3,4,5,6,7,8,9,10,11,20,8,100,30,30,100,100,5,100,30,30,30,30,30,30,30,30,30,0,0
181,10510700,숏패스,107,2점+ 승리상황에서,105,120,13670,3,3,4,5,6,7,8,9,10,11,20,8,100,30,30,100,30,30,5,100,30,30,30,30,30,30,30,30,0,0
182,10510800,롱패스,108,2점+ 승리상황에서,105,120,13790,3,3,4,5,6,7,8,9,10,11,20,8,100,30,30,100,30,30,50,5,100,30,30,30,30,30,100,30,0,0
183,10510900,헤딩슛,109,2점+ 승리상황에서,105,120,13910,3,3,4,5,6,7,8,9,10,11,20,8,100,30,30,100,100,30,50,30,5,100,30,30,30,100,100,100,0,0
184,10511000,단거리슛,110,2점+ 승리상황에서,105,120,14030,3,3,4,5,6,7,8,9,10,11,20,8,15,15,15,15,15,100,15,15,15,15,15,15,15,15,15,15,0,0
185,10511100,중거리슛,111,2점+ 승리상황에서,105,120,14150,3,3,4,5,6,7,8,9,10,11,20,8,15,15,15,15,15,100,15,15,15,15,5,15,15,15,15,15,0,0
186,10511200,키핑,112,2점+ 승리상황에서,105,120,14270,3,3,4,5,6,7,8,9,10,11,20,8,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0
187,10511300,스틸,113,2점+ 승리상황에서,105,120,14390,3,3,4,5,6,7,8,9,10,11,20,8,15,15,100,15,15,15,50,100,100,100,100,100,5,100,100,5,0,0
188,10511400,태클,114,2점+ 승리상황에서,105,120,14510,3,3,4,5,6,7,8,9,10,11,20,8,15,15,100,15,15,15,50,30,30,30,30,30,30,5,100,100,0,0
189,10520000,공격력,200,2점+ 승리상황에서,105,30,14540,3,4,5,5,6,6,7,7,8,9,80,33,10,10,10,10,10,50,30,20,20,20,20,20,20,20,20,20,20,40
190,10520100,수비력,201,2점+ 승리상황에서,105,30,14570,3,4,5,5,6,6,7,7,8,9,80,33,10,10,10,10,50,10,10,10,10,10,10,10,10,50,50,50,20,40
191,10520200,제공권,202,2점+ 승리상황에서,105,30,14600,3,4,5,5,6,6,7,7,8,9,80,33,50,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,20,40
192,10520300,패스능력,203,2점+ 승리상황에서,105,30,14630,3,4,5,5,6,6,7,7,8,9,80,33,10,10,10,10,10,10,10,30,10,10,10,10,10,10,10,10,20,40
193,10520400,이동능력,204,2점+ 승리상황에서,105,30,14660,3,4,5,5,6,6,7,7,8,9,80,33,10,10,10,10,10,10,50,10,10,10,10,10,10,10,10,10,20,40
194,10520500,체력,205,2점+ 승리상황에서,105,30,14690,3,4,5,5,6,6,7,7,8,9,80,33,10,10,50,10,10,10,10,10,10,10,10,10,10,10,10,10,20,40
195,10520600,돌파력,206,2점+ 승리상황에서,105,30,14720,3,4,5,5,6,6,7,7,8,9,80,33,10,10,10,50,10,10,10,10,10,10,10,10,10,10,10,10,20,40
196,10620700,모든 능력치,207,무승부 상황에서,106,40,14760,2,3,4,4,5,5,6,6,7,7,100,25,10,10,60,60,20,60,5,10,10,10,10,20,20,20,20,20,20,100
197,10610000,달리기,100,무승부 상황에서,106,120,14880,3,3,4,5,6,7,8,9,10,11,20,8,5,30,30,30,30,100,100,30,30,30,30,30,30,30,30,100,0,0
198,10610100,드리블,101,무승부 상황에서,106,120,15000,3,3,4,5,6,7,8,9,10,11,20,8,30,30,100,100,100,30,30,30,30,30,30,30,30,30,30,30,0,0
199,10610200,순발력,102,무승부 상황에서,106,120,15120,3,3,4,5,6,7,8,9,10,11,20,8,100,5,30,30,30,30,30,30,30,30,30,30,30,30,30,100,0,0
200,10610300,지구력,103,무승부 상황에서,106,120,15240,3,3,4,5,6,7,8,9,10,11,20,8,30,100,5,30,30,100,100,100,30,30,30,30,30,30,30,30,0,0
201,10610400,탄력,104,무승부 상황에서,106,120,15360,3,3,4,5,6,7,8,9,10,11,20,8,30,100,30,5,30,30,30,30,100,100,100,100,30,30,30,30,0,0
202,10610500,몸싸움,105,무승부 상황에서,106,120,15480,3,3,4,5,6,7,8,9,10,11,20,8,30,30,30,30,5,30,30,30,30,30,30,30,100,100,100,100,0,0
203,10610600,크로스,106,무승부 상황에서,106,120,15600,3,3,4,5,6,7,8,9,10,11,20,8,100,30,30,100,100,5,100,30,30,30,30,30,30,30,30,30,0,0
204,10610700,숏패스,107,무승부 상황에서,106,120,15720,3,3,4,5,6,7,8,9,10,11,20,8,100,30,30,100,30,30,5,100,30,30,30,30,30,30,30,30,0,0
205,10610800,롱패스,108,무승부 상황에서,106,120,15840,3,3,4,5,6,7,8,9,10,11,20,8,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0
206,10610900,헤딩슛,109,무승부 상황에서,106,120,15960,3,3,4,5,6,7,8,9,10,11,20,8,100,30,30,100,100,30,50,30,5,100,30,30,30,100,100,100,0,0
207,10611000,단거리슛,110,무승부 상황에서,106,120,16080,3,3,4,5,6,7,8,9,10,11,20,8,15,15,15,15,15,100,15,15,15,15,15,15,15,15,15,15,0,0
208,10611100,중거리슛,111,무승부 상황에서,106,120,16200,3,3,4,5,6,7,8,9,10,11,20,8,15,15,15,15,15,100,15,15,15,15,5,15,15,15,15,15,0,0
209,10611200,키핑,112,무승부 상황에서,106,120,16320,3,3,4,5,6,7,8,9,10,11,20,8,30,30,100,30,30,100,50,100,100,100,30,5,30,30,100,30,0,0
210,10611300,스틸,113,무승부 상황에서,106,120,16440,3,3,4,5,6,7,8,9,10,11,20,8,15,15,100,15,15,15,50,100,100,100,100,100,5,100,100,5,0,0
211,10611400,태클,114,무승부 상황에서,106,120,16560,3,3,4,5,6,7,8,9,10,11,20,8,15,15,100,15,15,15,50,30,30,30,30,30,30,5,100,100,0,0
212,10620000,공격력,200,무승부 상황에서,106,30,16590,3,4,5,5,6,6,7,7,8,9,80,33,10,10,10,10,10,50,30,20,20,20,20,20,20,20,20,20,20,40
213,10620100,수비력,201,무승부 상황에서,106,30,16620,3,4,5,5,6,6,7,7,8,9,80,33,10,10,10,10,50,10,10,10,10,10,10,10,10,50,50,50,20,40
214,10620200,제공권,202,무승부 상황에서,106,30,16650,3,4,5,5,6,6,7,7,8,9,80,33,50,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,20,40
215,10620300,패스능력,203,무승부 상황에서,106,30,16680,3,4,5,5,6,6,7,7,8,9,80,33,10,10,10,10,10,10,10,30,10,10,10,10,10,10,10,10,20,40
216,10620400,이동능력,204,무승부 상황에서,106,30,16710,3,4,5,5,6,6,7,7,8,9,80,33,10,10,10,10,10,10,50,10,10,10,10,10,10,10,10,10,20,40
217,10620500,체력,205,무승부 상황에서,106,30,16740,3,4,5,5,6,6,7,7,8,9,80,33,10,10,50,10,10,10,10,10,10,10,10,10,10,10,10,10,20,40
218,10620600,돌파력,206,무승부 상황에서,106,30,16770,3,4,5,5,6,6,7,7,8,9,80,33,10,10,10,50,10,10,10,10,10,10,10,10,10,10,10,10,20,40
219,10621000,치명적 단거리율,210,무승부 상황에서,106,200,16970,3,4,5,6,7,8,9,10,11,12,40,5,130,130,5,5,5,5,5,130,130,130,130,130,10,10,10,10,20,40
220,10621100,치명적 중거리율,211,무승부 상황에서,106,200,17170,3,4,5,6,7,8,9,10,11,12,40,5,130,130,5,5,5,5,5,130,130,130,130,130,10,10,10,10,0,0
221,10621200,치명적 태클율,212,무승부 상황에서,106,200,17370,3,4,5,6,7,8,9,10,11,12,100,5,130,130,5,5,5,5,5,130,130,130,130,130,10,10,10,10,0,0
222,10621300,치명적 스틸율,213,무승부 상황에서,106,200,17570,3,4,5,6,7,8,9,10,11,12,160,5,130,130,5,5,5,5,5,130,130,130,130,130,10,10,10,10,0,0
223,10621400,치명적 헤딩율,214,무승부 상황에서,106,200,17770,3,4,5,6,7,8,9,10,11,12,160,5,130,130,5,5,5,5,5,130,130,130,130,130,10,10,10,10,0,0
224,10720700,모든 능력치,207,크로스 지역에서,107,40,17810,2,3,4,4,5,5,6,6,7,7,20,25,10,10,60,60,20,60,5,10,10,10,10,20,20,20,20,20,0,0
225,10710000,달리기,100,크로스 지역에서,107,120,17930,3,3,4,5,6,7,8,9,10,11,8,8,5,30,30,30,30,100,100,30,30,30,30,30,30,30,30,100,0,0
226,10710100,드리블,101,크로스 지역에서,107,120,18050,3,3,4,5,6,7,8,9,10,11,8,8,30,30,100,100,100,30,30,30,30,30,30,30,30,30,30,30,0,0
227,10710200,순발력,102,크로스 지역에서,107,120,18170,3,3,4,5,6,7,8,9,10,11,8,8,100,5,30,30,30,30,30,30,30,30,30,30,30,30,30,100,0,0
228,10710300,지구력,103,크로스 지역에서,107,120,18290,3,3,4,5,6,7,8,9,10,11,8,8,30,100,5,30,30,100,100,100,30,30,30,30,30,30,30,30,0,0
229,10710400,탄력,104,크로스 지역에서,107,120,18410,3,3,4,5,6,7,8,9,10,11,8,8,30,100,30,5,30,30,30,30,100,100,100,100,30,30,30,30,0,0
230,10710500,몸싸움,105,크로스 지역에서,107,120,18530,3,3,4,5,6,7,8,9,10,11,8,8,30,30,30,30,5,30,30,30,30,30,30,30,100,100,100,100,0,0
231,10710600,크로스,106,크로스 지역에서,107,50,18580,3,3,4,5,6,7,8,9,10,11,8,20,100,30,30,100,100,5,100,30,30,30,30,30,30,30,30,30,0,0
232,10710700,숏패스,107,크로스 지역에서,107,120,18700,3,3,4,5,6,7,8,9,10,11,8,8,100,30,30,100,30,30,5,100,30,30,30,30,30,30,30,30,0,0
233,10710800,롱패스,108,크로스 지역에서,107,120,18820,3,3,4,5,6,7,8,9,10,11,8,8,100,30,30,100,30,30,50,5,100,30,30,30,30,30,100,30,0,0
234,10710900,헤딩슛,109,크로스 지역에서,107,120,18940,3,3,4,5,6,7,8,9,10,11,8,8,100,30,30,100,100,30,50,30,5,100,30,30,30,100,100,100,0,0
235,10711100,중거리슛,111,크로스 지역에서,107,120,19060,3,3,4,5,6,7,8,9,10,11,8,8,15,15,15,15,15,100,15,15,15,15,5,15,15,15,15,15,0,0
236,10711200,키핑,112,크로스 지역에서,107,120,19180,3,3,4,5,6,7,8,9,10,11,8,8,30,30,100,30,30,100,50,100,100,100,30,5,30,30,100,30,0,0
237,10711300,스틸,113,크로스 지역에서,107,120,19300,3,3,4,5,6,7,8,9,10,11,8,8,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0
238,10711400,태클,114,크로스 지역에서,107,120,19420,3,3,4,5,6,7,8,9,10,11,8,8,15,15,100,15,15,15,50,30,30,30,30,30,30,5,100,100,0,0
239,10720000,공격력,200,크로스 지역에서,107,30,19450,3,4,5,5,6,6,7,7,8,9,10,33,10,10,10,10,10,50,30,20,20,20,20,20,20,20,20,20,20,40
240,10720100,수비력,201,크로스 지역에서,107,30,19480,3,4,5,5,6,6,7,7,8,9,10,33,10,10,10,10,50,10,10,10,10,10,10,10,10,50,50,50,20,40
241,10720200,제공권,202,크로스 지역에서,107,30,19510,3,4,5,5,6,6,7,7,8,9,10,33,50,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,20,40
242,10720300,패스능력,203,크로스 지역에서,107,30,19540,3,4,5,5,6,6,7,7,8,9,10,33,10,10,10,10,10,10,10,30,10,10,10,10,10,10,10,10,20,40
243,10720400,이동능력,204,크로스 지역에서,107,30,19570,3,4,5,5,6,6,7,7,8,9,10,33,10,10,10,10,10,10,50,10,10,10,10,10,10,10,10,10,20,40
244,10720500,체력,205,크로스 지역에서,107,30,19600,3,4,5,5,6,6,7,7,8,9,10,33,10,10,50,10,10,10,10,10,10,10,10,10,10,10,10,10,20,40
245,10720600,돌파력,206,크로스 지역에서,107,30,19630,3,4,5,5,6,6,7,7,8,9,10,33,10,10,10,50,10,10,10,10,10,10,10,10,10,10,10,10,20,40
246,10721200,치명적 태클율,212,크로스 지역에서,107,200,19830,3,4,5,6,7,8,9,10,11,12,100,5,130,130,5,5,5,5,5,130,130,130,130,130,10,10,10,10,20,40
247,10721300,치명적 스틸율,213,크로스 지역에서,107,90,19920,3,4,5,6,7,8,9,10,11,12,160,11,130,130,5,5,5,5,5,130,130,130,130,130,10,10,10,10,0,0
248,10721500,치명적 몸싸움율,215,크로스 지역에서,107,90,20010,3,4,5,6,7,8,9,10,11,12,160,11,130,130,5,5,5,5,5,130,130,130,130,130,10,10,10,10,0,0
249,10820700,모든 능력치,207,중거리 지역에서,108,40,20050,2,3,4,4,5,5,6,6,7,7,20,25,10,10,60,60,20,60,5,10,10,10,10,20,20,20,20,20,0,0
250,10810000,달리기,100,중거리 지역에서,108,120,20170,3,3,4,5,6,7,8,9,10,11,8,8,5,30,30,30,30,100,100,30,30,30,30,30,30,30,30,100,0,0
251,10810100,드리블,101,중거리 지역에서,108,120,20290,3,3,4,5,6,7,8,9,10,11,8,8,30,30,100,100,100,30,30,30,30,30,30,30,30,30,30,30,0,0
252,10810200,순발력,102,중거리 지역에서,108,120,20410,3,3,4,5,6,7,8,9,10,11,8,8,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0
253,10810300,지구력,103,중거리 지역에서,108,120,20530,3,3,4,5,6,7,8,9,10,11,8,8,30,100,5,30,30,100,100,100,30,30,30,30,30,30,30,30,0,0
254,10810400,탄력,104,중거리 지역에서,108,120,20650,3,3,4,5,6,7,8,9,10,11,8,8,30,100,30,5,30,30,30,30,100,100,100,100,30,30,30,30,0,0
255,10810500,몸싸움,105,중거리 지역에서,108,120,20770,3,3,4,5,6,7,8,9,10,11,8,8,30,30,30,30,5,30,30,30,30,30,30,30,100,100,100,100,0,0
256,10810600,크로스,106,중거리 지역에서,108,120,20890,3,3,4,5,6,7,8,9,10,11,8,8,100,30,30,100,100,5,100,30,30,30,30,30,30,30,30,30,0,0
257,10810700,숏패스,107,중거리 지역에서,108,120,21010,3,3,4,5,6,7,8,9,10,11,8,8,100,30,30,100,30,30,5,100,30,30,30,30,30,30,30,30,0,0
258,10810800,롱패스,108,중거리 지역에서,108,120,21130,3,3,4,5,6,7,8,9,10,11,8,8,100,30,30,100,30,30,50,5,100,30,30,30,30,30,100,30,0,0
259,10810900,헤딩슛,109,중거리 지역에서,108,120,21250,3,3,4,5,6,7,8,9,10,11,8,8,100,30,30,100,100,30,50,30,5,100,30,30,30,100,100,100,0,0
260,10811100,중거리슛,111,중거리 지역에서,108,50,21300,3,3,4,5,6,7,8,9,10,11,8,20,15,15,15,15,15,100,15,15,15,15,5,15,15,15,15,15,0,0
261,10811200,키핑,112,중거리 지역에서,108,120,21420,3,3,4,5,6,7,8,9,10,11,8,8,30,30,100,30,30,100,50,100,100,100,30,5,30,30,100,30,0,0
262,10811300,스틸,113,중거리 지역에서,108,120,21540,3,3,4,5,6,7,8,9,10,11,8,8,15,15,100,15,15,15,50,100,100,100,100,100,5,100,100,5,0,0
263,10811400,태클,114,중거리 지역에서,108,120,21660,3,3,4,5,6,7,8,9,10,11,8,8,15,15,100,15,15,15,50,30,30,30,30,30,30,5,100,100,0,0
264,10820000,공격력,200,중거리 지역에서,108,30,21690,3,4,5,5,6,6,7,7,8,9,10,33,10,10,10,10,10,50,30,20,20,20,20,20,20,20,20,20,20,40
265,10820100,수비력,201,중거리 지역에서,108,30,21720,3,4,5,5,6,6,7,7,8,9,10,33,10,10,10,10,50,10,10,10,10,10,10,10,10,50,50,50,20,40
266,10820200,제공권,202,중거리 지역에서,108,30,21750,3,4,5,5,6,6,7,7,8,9,10,33,50,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,20,40
267,10820300,패스능력,203,중거리 지역에서,108,30,21780,3,4,5,5,6,6,7,7,8,9,10,33,10,10,10,10,10,10,10,30,10,10,10,10,10,10,10,10,20,40
268,10820400,이동능력,204,중거리 지역에서,108,30,21810,3,4,5,5,6,6,7,7,8,9,10,33,10,10,10,10,10,10,50,10,10,10,10,10,10,10,10,10,20,40
269,10820500,체력,205,중거리 지역에서,108,30,21840,3,4,5,5,6,6,7,7,8,9,10,33,10,10,50,10,10,10,10,10,10,10,10,10,10,10,10,10,20,40
270,10820600,돌파력,206,중거리 지역에서,108,30,21870,3,4,5,5,6,6,7,7,8,9,10,33,10,10,10,50,10,10,10,10,10,10,10,10,10,10,10,10,20,40
271,10821100,치명적 중거리율,211,중거리 지역에서,108,80,21950,3,4,5,6,7,8,9,10,11,12,40,12,30,30,5,5,5,5,5,30,30,30,30,30,10,10,10,10,20,40
272,10821200,치명적 태클율,212,중거리 지역에서,108,200,22150,3,4,5,6,7,8,9,10,11,12,100,5,130,130,5,5,5,5,5,130,130,130,130,130,10,10,10,10,0,0
273,10821300,치명적 스틸율,213,중거리 지역에서,108,200,22350,3,4,5,6,7,8,9,10,11,12,160,5,130,130,5,5,5,5,5,130,130,130,130,130,10,10,10,10,0,0
274,10821400,치명적 헤딩율,214,중거리 지역에서,108,200,22550,3,4,5,6,7,8,9,10,11,12,160,5,130,130,5,5,5,5,5,130,130,130,130,130,10,10,10,10,0,0
275,10821500,치명적 몸싸움율,215,중거리 지역에서,108,200,22750,3,4,5,6,7,8,9,10,11,12,160,5,130,130,5,5,5,5,5,130,130,130,130,130,10,10,10,10,0,0
276,10920700,모든 능력치,207,단거리 지역에서,109,40,22790,2,3,4,4,5,5,6,6,7,7,20,25,10,10,60,60,20,60,5,10,10,10,10,20,20,20,20,20,0,0
277,10910000,달리기,100,단거리 지역에서,109,120,22910,3,3,4,5,6,7,8,9,10,11,8,8,5,30,30,30,30,100,100,30,30,30,30,30,30,30,30,100,0,0
278,10910100,드리블,101,단거리 지역에서,109,120,23030,3,3,4,5,6,7,8,9,10,11,8,8,30,30,100,100,100,30,30,30,30,30,30,30,30,30,30,30,0,0
279,10910200,순발력,102,단거리 지역에서,109,120,23150,3,3,4,5,6,7,8,9,10,11,8,8,100,5,30,30,30,30,30,30,30,30,30,30,30,30,30,100,0,0
280,10910300,지구력,103,단거리 지역에서,109,120,23270,3,3,4,5,6,7,8,9,10,11,8,8,30,100,5,30,30,100,100,100,30,30,30,30,30,30,30,30,0,0
281,10910400,탄력,104,단거리 지역에서,109,120,23390,3,3,4,5,6,7,8,9,10,11,8,8,30,100,30,5,30,30,30,30,100,100,100,100,30,30,30,30,0,0
282,10910500,몸싸움,105,단거리 지역에서,109,120,23510,3,3,4,5,6,7,8,9,10,11,8,8,30,30,30,30,5,30,30,30,30,30,30,30,100,100,100,100,0,0
283,10910700,숏패스,107,단거리 지역에서,109,120,23630,3,3,4,5,6,7,8,9,10,11,8,8,100,30,30,100,30,30,5,100,30,30,30,30,30,30,30,30,0,0
284,10910800,롱패스,108,단거리 지역에서,109,120,23750,3,3,4,5,6,7,8,9,10,11,8,8,100,30,30,100,30,30,50,5,100,30,30,30,30,30,100,30,0,0
285,10910900,헤딩슛,109,단거리 지역에서,109,120,23870,3,3,4,5,6,7,8,9,10,11,8,8,100,30,30,100,100,30,50,30,5,100,30,30,30,100,100,100,0,0
286,10911000,단거리슛,110,단거리 지역에서,109,60,23930,3,3,4,5,6,7,8,9,10,11,8,16,15,15,15,15,15,100,15,15,15,15,15,15,15,15,15,15,0,0
287,10911200,키핑,112,단거리 지역에서,109,60,23990,3,3,4,5,6,7,8,9,10,11,8,16,15,15,15,15,15,100,15,15,15,15,5,15,15,15,15,15,0,0
288,10911300,스틸,113,단거리 지역에서,109,120,24110,3,3,4,5,6,7,8,9,10,11,8,8,30,30,100,30,30,100,50,100,100,100,30,5,30,30,100,30,0,0
289,10911400,태클,114,단거리 지역에서,109,120,24230,3,3,4,5,6,7,8,9,10,11,8,8,15,15,100,15,15,15,50,100,100,100,100,100,5,100,100,5,0,0
290,10920000,공격력,200,단거리 지역에서,109,30,24260,3,4,5,5,6,6,7,7,8,9,10,33,15,15,100,15,15,15,50,30,30,30,30,30,30,5,100,100,0,0
291,10920100,수비력,201,단거리 지역에서,109,30,24290,3,4,5,5,6,6,7,7,8,9,10,33,10,10,10,10,10,50,30,20,20,20,20,20,20,20,20,20,20,40
292,10920200,제공권,202,단거리 지역에서,109,30,24320,3,4,5,5,6,6,7,7,8,9,10,33,10,10,10,10,50,10,10,10,10,10,10,10,10,50,50,50,20,40
293,10920300,패스능력,203,단거리 지역에서,109,30,24350,3,4,5,5,6,6,7,7,8,9,10,33,50,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,20,40
294,10920400,이동능력,204,단거리 지역에서,109,30,24380,3,4,5,5,6,6,7,7,8,9,10,33,10,10,10,10,10,10,10,30,10,10,10,10,10,10,10,10,20,40
295,10920500,체력,205,단거리 지역에서,109,30,24410,3,4,5,5,6,6,7,7,8,9,10,33,10,10,10,10,10,10,50,10,10,10,10,10,10,10,10,10,20,40
296,10920600,돌파력,206,단거리 지역에서,109,30,24440,3,4,5,5,6,6,7,7,8,9,10,33,10,10,50,10,10,10,10,10,10,10,10,10,10,10,10,10,20,40
297,10921000,치명적 단거리율,210,단거리 지역에서,109,80,24520,3,4,5,6,7,8,9,10,11,12,40,12,10,10,10,50,10,10,10,10,10,10,10,10,10,10,10,10,20,40
298,10921200,치명적 태클율,212,단거리 지역에서,109,200,24720,3,4,5,6,7,8,9,10,11,12,100,5,30,30,5,5,5,5,5,30,30,30,30,30,10,10,10,10,20,40
299,10921300,치명적 스틸율,213,단거리 지역에서,109,200,24920,3,4,5,6,7,8,9,10,11,12,160,5,130,130,5,5,5,5,5,130,130,130,130,130,10,10,10,10,0,0
300,10921400,치명적 헤딩율,214,단거리 지역에서,109,200,25120,3,4,5,6,7,8,9,10,11,12,160,5,130,130,5,5,5,5,5,130,130,130,130,130,10,10,10,10,0,0
301,10921500,치명적 몸싸움율,215,단거리 지역에서,109,200,25320,3,4,5,6,7,8,9,10,11,12,160,5,130,130,5,5,5,5,5,130,130,130,130,130,10,10,10,10,0,0
302,11020700,모든 능력치,207,중앙 지역에서,110,40,25360,2,3,4,4,5,5,6,6,7,7,20,25,10,10,60,60,20,60,5,10,10,10,10,20,20,20,20,20,0,0
303,11010000,달리기,100,중앙 지역에서,110,120,25480,3,3,4,5,6,7,8,9,10,11,8,8,5,30,30,30,30,100,100,30,30,30,30,30,30,30,30,100,0,0
304,11010100,드리블,101,중앙 지역에서,110,120,25600,3,3,4,5,6,7,8,9,10,11,8,8,30,30,100,100,100,30,30,30,30,30,30,30,30,30,30,30,0,0
305,11010200,순발력,102,중앙 지역에서,110,120,25720,3,3,4,5,6,7,8,9,10,11,8,8,100,5,30,30,30,30,30,30,30,30,30,30,30,30,30,100,0,0
306,11010300,지구력,103,중앙 지역에서,110,120,25840,3,3,4,5,6,7,8,9,10,11,8,8,30,100,5,30,30,100,100,100,30,30,30,30,30,30,30,30,0,0
307,11010400,탄력,104,중앙 지역에서,110,120,25960,3,3,4,5,6,7,8,9,10,11,8,8,30,100,30,5,30,30,30,30,100,100,100,100,30,30,30,30,0,0
