Code,Name,PosName,Position,Level,Gender,Order,Run,Dribble,Quick,Strength,Elasticity,Bodycheck,Cross,Shortpass,Longpass,Heading,Shortshoot,Longshoot,Keeping,Tackle,Steal,Catch,Punch,Guard,Skin,Face,Hair,Shirts,Pants,Glove,Shoes
4019101,골키퍼,GK,40,19,1,1,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,11,1110111,1210111,2110111,2200111,2300111,2400111
4020101,골키퍼,GK,40,20,1,1,71,25,60,30,50,38,50,60,65,35,15,15,25,49,49,50,50,50,11,1110111,1210111,2110111,2200111,2300111,2400111
4021101,골키퍼,GK,40,21,1,1,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,11,1110111,1210111,2110111,2200111,2300111,2400111
4022101,골키퍼,GK,40,22,1,1,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,11,1110111,1210111,2110111,2200111,2300111,2400111
4023101,골키퍼,GK,40,23,1,1,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,11,1110111,1210111,2110111,2200111,2300111,2400111
4024101,골키퍼,GK,40,24,1,1,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,11,1110111,1210111,2110111,2200111,2300111,2400111
4025101,골키퍼,GK,40,25,1,1,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,11,1110111,1210111,2110111,2200111,2300111,2400111
4026101,골키퍼,GK,40,26,1,1,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,11,1110111,1210111,2110111,2200111,2300111,2400111
4027101,골키퍼,GK,40,27,1,1,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,11,1110111,1210111,2110111,2200111,2300111,2400111
4028101,골키퍼,GK,40,28,1,1,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,11,1110111,1210111,2110111,2200111,2300111,2400111
4029101,골키퍼,GK,40,29,1,1,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,11,1110111,1210111,2110111,2200111,2300111,2400111
4030101,골키퍼,GK,40,30,1,1,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,11,1110111,1210111,2110111,2200111,2300111,2400111
4031101,골키퍼,GK,40,31,1,1,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,11,1110111,1210111,2110111,2200111,2300111,2400111
4032101,골키퍼,GK,40,32,1,1,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,11,1110111,1210111,2110111,2200111,2300111,2400111
4033101,골키퍼,GK,40,33,1,1,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,11,1110111,1210111,2110111,2200111,2300111,2400111
4034101,골키퍼,GK,40,34,1,1,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,11,1110111,1210111,2110111,2200111,2300111,2400111
4035101,골키퍼,GK,40,35,1,1,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,11,1110111,1210111,2110111,2200111,2300111,2400111
4036101,골키퍼,GK,40,36,1,1,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,11,1110111,1210111,2110111,2200111,2300111,2400111
4037101,골키퍼,GK,40,37,1,1,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,11,1110111,1210111,2110111,2200111,2300111,2400111
4038101,골키퍼,GK,40,38,1,1,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,11,1110111,1210111,2110111,2200111,2300111,2400111
4039101,골키퍼,GK,40,39,1,1,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,11,1110111,1210111,2110111,2200111,2300111,2400111
4040101,골키퍼,GK,40,40,1,1,71,25,60,30,50,38,50,60,65,35,15,15,25,49,49,50,50,50,11,1110111,1210111,2110111,2200111,2300111,2400111
4041101,골키퍼,GK,40,41,1,1,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,11,1110111,1210111,2110111,2200111,2300111,2400111
4042101,골키퍼,GK,40,42,1,1,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,11,1110111,1210111,2110111,2200111,2300111,2400111
4043101,골키퍼,GK,40,43,1,1,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,11,1110111,1210111,2110111,2200111,2300111,2400111
4044101,골키퍼,GK,40,44,1,1,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,11,1110111,1210111,2110111,2200111,2300111,2400111
4045101,골키퍼,GK,40,45,1,1,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,11,1110111,1210111,2110111,2200111,2300111,2400111
4046101,골키퍼,GK,40,46,1,1,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,11,1110111,1210111,2110111,2200111,2300111,2400111
4047101,골키퍼,GK,40,47,1,1,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,11,1110111,1210111,2110111,2200111,2300111,2400111
4048101,골키퍼,GK,40,48,1,1,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,11,1110111,1210111,2110111,2200111,2300111,2400111
4049101,골키퍼,GK,40,49,1,1,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,11,1110111,1210111,2110111,2200111,2300111,2400111
4050101,골키퍼,GK,40,50,1,1,71,25,60,30,50,38,50,60,65,35,15,15,25,49,49,50,50,50,11,1110111,1210111,2110111,2200111,2300111,2400111
