Code,UiFile,Korean,English
190028,Option.ui,노멀,Normal
190029,Option.ui,와이드,Wide
190030,Option.ui,낮음,Low
190031,Option.ui,보통,Normal
190032,Option.ui,높음,High
190033,Option.ui,반사 효과,Reflection Effect
190034,Option.ui,반사 맵,Reflection Map
190035,Option.ui,캐릭터 광원,Character Light
190036,Option.ui,사양 선택,PC Specification
190037,Option.ui,저사양,Low
190038,Option.ui,중사양,Medium
190039,Option.ui,고사양,High
190040,Option.ui,컨트롤러 선택,Controller
190041,Option.ui,상 이동,Front Move
190042,Option.ui,키보드,Keyboard
190043,Option.ui,공격시,Offense
190044,Option.ui,키설정,Key setting
190045,Option.ui,수비시,Defense
190046,Option.ui,빠른 달리기,Fast Running
190047,Option.ui,빠른 드리블,Fast Dribble
190048,Option.ui,스틸,Steal
190049,Option.ui,개인기,Skills
190050,Option.ui,태클,Tackle
190051,Option.ui,스크린,Screen
190052,Option.ui,스루 패스,Thru Pass
190053,Option.ui,다이렉트 숏패스,Direct Short pass
190054,Option.ui,숏 패스,Short pass
190055,Option.ui,다이렉트 롱패스,Direct Long pass
190056,Option.ui,롱 패스,Long pass
190057,Option.ui,다이렉트 우측슈팅,Right Direct shot
190058,Option.ui,우측 슈팅,Right Shot
190059,Option.ui,다이렉트 좌측슈팅,Left Direct Shot
190060,Option.ui,좌측 슈팅,Left Shot
190061,Option.ui,우 이동,Right Move
190062,Option.ui,좌 이동,Left Move
190063,Option.ui,하 이동,Back Move
190064,Option.ui,빠른 달리기2,Fast Running2
190065,Option.ui,빠른 드리블2,Fast Dribble2
190066,Option.ui,음악 트랙수,Track
190067,Option.ui,기본 BGM,Default BGM
190068,Option.ui,사용자 BGM,User BGM
190069,Option.ui,검색된 파일 리스트,Retrieved File List
190070,Option.ui,수고하셨습니다!,Thank you very much!
190071,Option.ui,기본,Default
190072,Option.ui,설정,Change
190073,Option.ui,화이팅!,Cheer Up!
190074,Option.ui,괜찮아요,It's ok
190075,Option.ui,미안해요,My bad
190076,Option.ui,나이스 트라이!,Nice Try!
190077,Option.ui,나이스 클리어!,Nice Clear!
190078,Option.ui,나이스 패스!,Nice Pass!
190079,Option.ui,나이스 슛!,Nice Shoot!
190080,Option.ui,언어 선택,Language 
190081,Option.ui,조이스틱,Joystick
190082,Option.ui,기본설정,Default
190083,Option.ui,스킬설정,Skill Keys
190084,Option.ui,기본값,Default
190085,Option.ui,설정값,User
190086,Option.ui,적용,Adjust
190087,Option.ui,전체모드,Full Mode
190088,Option.ui,창모드 %s,Wondow Mode %s
200001,PasswordBox.ui,비밀번호,Password
200002,PasswordBox.ui,비밀번호를 입력해주세요.,Input password
210001,PlayerInformation.ui,내 정보,My Information
210002,PlayerInformation.ui,통산,Total
210003,PlayerInformation.ui,월별,Monthly
210004,PlayerInformation.ui,출전,Matches
210005,PlayerInformation.ui,횟수,No. of Times
210006,PlayerInformation.ui,순위,Ranking
210007,PlayerInformation.ui,수상내역,My trophies
210008,PlayerInformation.ui,기본정보,Play Info.
210009,PlayerInformation.ui,소비아이템,Consumption
210010,PlayerInformation.ui,거래내역,Trade List
210011,PlayerInformation.ui,클  럽 :,Club:
210012,PlayerInformation.ui,레  벨 :,Level:
210013,PlayerInformation.ui,호  칭 :,Title:
210014,PlayerInformation.ui,포지션 :,Position:
210015,PlayerInformation.ui,상  태 :,Status:
210016,PlayerInformation.ui,이  름 :,Name:
210017,PlayerInformation.ui,자동성장,Auto Growth
210018,PlayerInformation.ui,남은 능력치,Bonus Points
210019,PlayerInformation.ui,사용,Status
210020,PlayerInformation.ui,아이템명,Item name
210021,PlayerInformation.ui,효과,Effection
210022,PlayerInformation.ui,개수,Quantity
210023,PlayerInformation.ui,날짜,Date
210024,PlayerInformation.ui,품명,Name
210025,PlayerInformation.ui,형태,Type
210026,PlayerInformation.ui,금액,Amount 
210027,PlayerInformation.ui,상패,Trophy 
210028,PlayerInformation.ui,이번분기내역,This quarter
210029,PlayerInformation.ui,지난분기내역,Last quarter
210030,PlayerInformation.ui,클럽원 리스트,Club member list
210031,PlayerInformation.ui,친구 리스트,Friend list
210032,PlayerInformation.ui,차단 리스트,Black list
210033,PlayerInformation.ui,상태,Status
210034,PlayerInformation.ui,클럽 정보,Club Info.
210035,PlayerInformation.ui,클럽원,Club member
210036,PlayerInformation.ui,클럽명,Club name
210037,PlayerInformation.ui,회원수,Qty of member
210038,PlayerInformation.ui,클럽장,Captain
210039,PlayerInformation.ui,부클럽장,Vice captain
210040,PlayerInformation.ui,클럽포인트,Club Point
210041,PlayerInformation.ui,평균평점,Avg. Vote
210042,PlayerInformation.ui,랭킹,Ranking
210043,PlayerInformation.ui,경기수,Match(es)
210044,PlayerInformation.ui,출전시간,Playing Time
210045,PlayerInformation.ui,클럽,Club
210046,PlayerInformation.ui,승리수,Number of Win
210047,PlayerInformation.ui,무승부,Draw
210048,PlayerInformation.ui,패스,Pass
210049,PlayerInformation.ui,가드,Guard
210050,PlayerInformation.ui,유효패스,A valid pass
210051,PlayerInformation.ui,유효가드,A valid guard
210052,PlayerInformation.ui,기록,Record
210053,PlayerInformation.ui,실점,Lose a point
210054,PlayerInformation.ui,결과,Result
210055,PlayerInformation.ui,항목,List
210056,PlayerInformation.ui,경기,Games
210057,PlayerInformation.ui,승,Win
210058,PlayerInformation.ui,무,Draw
210059,PlayerInformation.ui,점,Score
210060,PlayerInformation.ui,회,number
210061,PlayerInformation.ui,종합 점수,Total Score
210062,PlayerInformation.ui,컷팅 유효,Valid Cutting
210063,PlayerInformation.ui,슈팅 유효,Valid Shooting
210064,PlayerInformation.ui,스틸 유효,Valid Steal
210065,PlayerInformation.ui,태클 유효,Valid Tackle
210066,PlayerInformation.ui,패스 유효,Valid Pass
210067,PlayerInformation.ui,가드 유효,Valid Guard
210068,PlayerInformation.ui,슈팅 시도,Try Shoot
210069,PlayerInformation.ui,스틸 시도,Try steal
210070,PlayerInformation.ui,태클 시도,Try tackle
210071,PlayerInformation.ui,패스 시도,Try pass
210072,PlayerInformation.ui,가드 시도,Try guard
210073,PlayerInformation.ui,다승,Win
210074,PlayerInformation.ui,승점,Victory score
210075,PlayerInformation.ui,커팅,Cutting
210076,PlayerInformation.ui,평균 득점,Average goal
210077,PlayerInformation.ui,평균 어시스트,Average assist
210078,PlayerInformation.ui,평균 커팅,Average cutting
210079,PlayerInformation.ui,평균 슈팅,Average shooting
210080,PlayerInformation.ui,평균 스틸,Average steal
210081,PlayerInformation.ui,평균 태클,Average tackle
210082,PlayerInformation.ui,평균 패스,Average pass
210083,PlayerInformation.ui,승률,Victory rate
210084,PlayerInformation.ui,슈팅 성공률,Shooting success rate
210085,PlayerInformation.ui,스틸 성공률,Steal success rate
210086,PlayerInformation.ui,태클 성공률,Tackle success rate
210087,PlayerInformation.ui,패스 성공률,Pass success rate
210088,PlayerInformation.ui,통산,Total
210089,PlayerInformation.ui,분기,Quarter of a year
210090,PlayerInformation.ui,선택,selection
210091,PlayerInformation.ui,위,ranking
220001,SkillBag.ui,보유스킬,Skills
220002,SkillBag.ui,전체스킬,All Skills
220003,SkillBag.ui,스킬레벨,Level
220004,SkillBag.ui,Lv,Lv.
220005,SkillBag.ui,쿨타임,Cool Time
220006,SkillBag.ui,적    용,Effect
220007,SkillBag.ui,1 레벨,Lv.1
220008,SkillBag.ui,2 레벨,Lv.2
220009,SkillBag.ui,3 레벨,Lv.3
220010,SkillBag.ui,[사용키],[Keys]
220011,SkillBag.ui,[설 명],[Description]
220012,SkillBag.ui,남은 스킬치,Skill Points
220013,SkillBag.ui,보유 슬롯,Empty Slot
230001,SkillDialog.ui,스킬 구매,Buy Skill
230002,SkillDialog.ui,스킬을 구매 하시겠습니까?,Would you like to buy the skill?
230003,SkillDialog.ui,트레이닝을 구매 하시겠습니까?,Would you like to buy the trainning?
230004,SkillDialog.ui,세레모니를 구매 하시겟습니까?,Would you like to buy the ceremony?
240001,SkillShop.ui,나의스킬,My Skills
240002,SkillShop.ui,트레이닝 구매,Buy Training
240003,SkillShop.ui,세레모니 구매,Buy Ceremony
250001,SkillView.ui,미리 보기,Preview
260001,TutorialMain.ui,보상품:,Reward:
260002,TutorialMain.ui,상대 GK AI를 상대로 AI 3명과 함께 공격하여 제한 시간내에 경기에서 승리하라,Win the game with a AI player a limited time.
260003,TutorialMain.ui,GK AI와 협동하여\제한 시간 내에\상대 AI들의 공격을\방어하라.,Keep the victiory with\AI team member!\Defense from opponent\AI players within given\time.
260004,TutorialMain.ui,제한 시간 내에 경기를\진행하여\반드시 승리하라.,Be sure to win!\Win the match with\limited condition.
260005,TutorialMain.ui,경기에서 승리!,Win the game.
260006,TutorialMain.ui,상대팀을 이겨라,Win the opponent
260007,TutorialMain.ui,1골차 이상으로 승리,Win the match with more than 1 goal
260008,TutorialMain.ui,+ 3000 포인트, + 3000 Points
260009,TutorialMain.ui,연습생 퀘스트,Trainee Quest
270001,TutorialPlay.ui,튜토리얼 진행사항,Status
270002,TutorialPlay.ui,"키보드 설정은 서버 접속 후 게임옵션의 ""키설정""에서 변경 가능 합니다.",Possible to change the control buttons at the key setting of Game option.
270003,TutorialPlay.ui,해당 키 입력 후 재 입력 또는 해당 키 1초 이상 누름.,Press the key again after press the key or keep pressing the key more than 1 sec
270004,TutorialPlay.ui,왼쪽 방향 슈팅 : D / 오른쪽 방향 슈팅 : F,Left shot: D /Right shot: F
270005,TutorialPlay.ui,공을 소유하기 전 미리 키 입력 (연타),Press the key before the ball arrives
270006,TutorialPlay.ui,다이렉트 패스 방법 : 공 소유 전 미리 입력 (연타),Direct pass: Press S or A key before the ball arrives
270007,TutorialPlay.ui,공을 소유한 캐릭터와의 거리가 가까울수록 성공 확률 증가.,Tackling from the close range has an higher success rate
270008,TutorialPlay.ui,공을 소유 하기 전 미리 키 입력 (연타),Press the key before the ball arrives
280001,QuestMain.ui,유저들과의 경기를 치루기 이전에 AI들로 구성된 팀과 미리 경기를 수행해봄으로써 게임의 재미를 느끼게 하는 중간 튜토리얼 과정이다.,"It's a middle level tutorial, which have a test match with AI team before having the real match with users."
290001,GameResult.ui,퀘스트 No.,Quest No.
300001,TutorialGuide.ui,캐릭터 능력치에 대한 내용입니다\알고 시작하면 좋겠죠?,That is for the basic abilities.\Need to know before starting!
300002,TutorialGuide.ui,­ 슈   팅,­ Shooting
300003,TutorialGuide.ui,­ 숏 패스,­ Short pass
300004,TutorialGuide.ui,­ 롱 패스,­ Long pass
300005,TutorialGuide.ui,­ 태   클,­ Tackle
300006,TutorialGuide.ui,(D 왼쪽 슛\F 오른쪽 슛),"(D Left shot, F Right shot)"
300007,TutorialGuide.ui,일반 이동 능력,Normal moving
300008,TutorialGuide.ui,공 소유 상태 이동 능력,Moving with ball
300009,TutorialGuide.ui,빠른 이동 능력,Quick moving
300010,TutorialGuide.ui,빠른 이동의 지속 능력,Increase the time to use 'Agility' 
300011,TutorialGuide.ui,공에 대한 선점 능력,Prior occupation for high ball
300012,TutorialGuide.ui,상대와 부딪혀 이길 능력,Struggling against opponent player to have the ball
300013,TutorialGuide.ui,크로스의 세기 + 슛팅 성공 가능성,Controlling the power of ball crossing
300014,TutorialGuide.ui,숏 패스의 세기 + 슛팅 성공 가능성,Controlling the power of passing
300015,TutorialGuide.ui,롱 패스의 세기 + 슛팅 성공 가능성,Controlling the power of long passing
300016,TutorialGuide.ui,공 소유 능력,Keeping the ball
300017,TutorialGuide.ui,빠르게 공을 빼앗는 능력,Taking the ball from a opponent player
300018,TutorialGuide.ui,강력하게 공을 빼앗는 능력,Taking the ball from a opponent player by tackling
300019,TutorialGuide.ui,헤딩 슛팅의 성공 가능성,Increase the accuracy of heading shot 
300020,TutorialGuide.ui,단거리 슛팅 가능 지역 내 슛팅의 성공 가능성,Increase the accuracy of short shot 
300021,TutorialGuide.ui,중거리 슛팅 가능 지역 내 슛팅의 성공 가능성,Increase the accuracy of long shot 
300022,TutorialGuide.ui,『 체력 관련 특성치 자세히 보기 』,『 Learn more physical Status 』
300023,TutorialGuide.ui,『 방어 관련 특성치 자세히 보기 』,『 Learn more defensive Status 』
300024,TutorialGuide.ui,『 개인기 관련 특성치 자세히 보기 』,『 Learn more technique Status 』
300025,TutorialGuide.ui,『 공격 관련 특성치 자세히 보기 』,『 Learn more offensive Status 』
300026,TutorialGuide.ui,『 패스 관련 특성치 자세히 보기 』,『 Learn more passing Status 』
300027,TutorialGuide.ui,­ 스 크 린,­ Screen
300028,TutorialGuide.ui,­ 스   틸,­ Steal
310001,InvenDialog.ui,엔트리 1,Entry 1
310002,InvenDialog.ui,엔트리 2,Entry 2
310003,InvenDialog.ui,엔트리 3,Entry 3
320001,CardDialog.ui,카드 구매 결과,Card purchasing result
320002,CardDialog.ui,카드 조합 결과,Card mix result
330001,ReadyRoom.ui,자동,Auto
330002,ReadyRoom.ui,새벽,Dawn
330003,ReadyRoom.ui,낮,Daylight
330004,ReadyRoom.ui,저녁,Sunset
330005,ReadyRoom.ui,밤,Night
330006,ReadyRoom.ui,랜덤,Random
340001,TeamReadyRoom.ui,매칭 시도중… %d초 후 매칭초기화,Searching… ..Matching initialization after %d sec.
340002,TeamReadyRoom.ui,팀원수 및 레벨에 맞는 매칭룸이 존재하지 않습니다. 잠시후 다시 시도해 주십시요.,"The rooms doesn't exist, Please try again. "
350001,AchieveProcess.ui,업적,Achievement
350002,AchieveProcess.ui,보상 : 포인트  +%s,Bonus : Point  +%s
350003,AchieveProcess.ui,보상 : 아이템  %s,Bonus : Item  %s
350004,AchieveProcess.ui,보상 : 경험치  +%s,Bonus : EXP  +%s
350005,AchieveProcess.ui,업적리스트,Achievement List
350006,AchieveProcess.ui,업적 정렬,Sort
350007,AchieveProcess.ui,전체 업적,All achievement
350008,AchieveProcess.ui,완료된 업적,Achive
350009,AchieveProcess.ui,일일업적,Daily Achievement
360001,ScoutTestProcess.ui,입단 테스트,Tryout
360002,ScoutTestProcess.ui,승급 테스트,Promotion Test
360003,ScoutTestProcess.ui,%s 님의 튜토리얼 완료를 축하드립니다. 이제 자신에게 맞는 포지션을 선택해야 할 차례입니다. 포지션 결정 경기를 진행 한 후 %s 님에게 맞는 포지션을 추천해 드릴께요. 그리고 경기 후 신발 등 아이템도 지급할 예정입니다.,"%s, Congratulate you to complete the Tutorial. Now, it is the time to select the position which you want to be. %s, I would like to suggest you the best position based on the result of the tutorial result. After match, the reward will be given."
360004,ScoutTestProcess.ui,1차 전직을 %s 포지션으로 하셨네요. 이번엔 리그승격을 위한 경기를 진행 합니다. 이 경기 이후 초보리그에 접속이 가능합니다. 또한 경기가 끝난 후에 제가 몇가지 스킬과 아이템을 지급 할 예정입니다. 경기 이후에 꼭 확인해 보세요.,"%s is chosen. You will play the matches for the channel promotion. From now on, you can enter the Newbie Channel. After each match, the skill or item will be rewarded. Please check your inventory after match."
360005,ScoutTestProcess.ui,리그 승격 경기가 끝났습니다. 이제부터는 다른 선수들과 경쟁을 하는 초보리그 입장이 가능 합니다.,Channel Promotion match has completed. Now you can enter the Newbie Channel which can play with other players.
